starting_name,family_TNRS,current_name,infra_taxa,name_source,in_Yosemite_list,outcome,broader,voucher_obs,voucher_obs_coord,year_first,first_observer,year_last,notes
Aquilegia formosa pauciflora,Ranunculaceae,Aquilegia formosa,,TNRS_synonym,TRUE,,3.dicot,1,,1935,"Schreiber, Beryl O.",1935,
Aquilegia formosa var. formosa,Ranunculaceae,Aquilegia formosa,,CCH_synonym,TRUE,,3.dicot,1,1,1974,"Smith, J. P.",1974,
Aquilegia formosa var. pauciflora,Ranunculaceae,Aquilegia formosa,,CCH_synonym,TRUE,,3.dicot,3,1,1924,"Harwood, R. D.",1940,
Aquilegia formosa var. truncata,Ranunculaceae,Aquilegia formosa,,CCH_synonym,TRUE,,3.dicot,10,6,1911,"Abrams, Le Roy",1949,
Aquilegia truncata,Ranunculaceae,Aquilegia formosa,,TNRS_synonym,TRUE,,3.dicot,1,,1911,"Abrams, Le Roy",1911,
Aquilegia pubescens,Ranunculaceae,Aquilegia pubescens,,CCH_synonym,TRUE,,3.dicot,27,16,1898,unknown,1974,
Caltha biflora,Ranunculaceae,Caltha leptosepala,,TNRS_synonym,TRUE,,3.dicot,15,9,1889,"Chesnut, Drew",1949,
Caltha howellii,Ranunculaceae,Caltha leptosepala,,TNRS_synonym,TRUE,,3.dicot,14,10,1902,"Hall, Harvey Monroe",1967,
Caltha leptosepala,Ranunculaceae,Caltha leptosepala,,CCH_synonym,TRUE,,3.dicot,32,11,1883,"Brandegee, T. S.",1998,
Caltha leptosepala subsp. howellii,Ranunculaceae,Caltha leptosepala,,CCH_synonym,TRUE,,3.dicot,2,,1954,"Ellis, Sally",1956,
Caltha leptosepala var. biflora,Ranunculaceae,Caltha leptosepala,,TNRS_synonym,TRUE,,3.dicot,1,1,1913,"Kennedy, P. B.",1913,
Clematis lasiantha,Ranunculaceae,Clematis lasiantha,,CCH_synonym,TRUE,,3.dicot,1,1,1944,"Sharsmith, Carl W.",1944,
Clematis ligusticifolia,Ranunculaceae,Clematis ligusticifolia,,CCH_synonym,TRUE,,3.dicot,4,2,1909,"Jepson, Willis L.",1946,
Delphinium depauperatum,Ranunculaceae,Delphinium depauperatum,,CCH_synonym,TRUE,,3.dicot,21,10,1863,"Brewer, William Henry",1981,
Delphinium depauperatum x D. gracilentum,Ranunculaceae,Delphinium depauperatum,,TNRS_synonym,TRUE,,3.dicot,1,1,1932,"Robbins, J. R.",1932,
Delphinium glaucum,Ranunculaceae,Delphinium glaucum,,CCH_synonym,TRUE,,3.dicot,15,5,1894,"Congdon, Joseph Whipple",1961,
Delphinium gracilentum,Ranunculaceae,Delphinium gracilentum,,CCH_synonym,TRUE,,3.dicot,23,10,1887,"Chesnut, Drew",2007,
Delphinium gracilentum f. versicolor,Ranunculaceae,Delphinium gracilentum,,TNRS_synonym,TRUE,,3.dicot,1,,1907,"Eastwood, Alice",1907,
Delphinium pratense,Ranunculaceae,Delphinium gracilentum,,CCH_synonym,TRUE,,3.dicot,1,,1936,"Mason, Herbert L.",1936,
Delphinium hanseni,Ranunculaceae,Delphinium hansenii,,TNRS_synonym,TRUE,,3.dicot,3,1,1930,"Michael, Enid",1938,
Delphinium hanseni var. arcuatum,Ranunculaceae,Delphinium hansenii,,TNRS_synonym,TRUE,,3.dicot,1,1,1912,"Chandler, Harley P.",1912,
Delphinium hansenii,Ranunculaceae,Delphinium hansenii,,CCH_synonym,TRUE,,3.dicot,13,3,1889,"Chesnut, Drew",2006,
Delphinium hansenii subsp. arcuatum,Ranunculaceae,Delphinium hansenii,,CCH_synonym,TRUE,,3.dicot,1,1,1915,"Babcock, E. B.",1915,
Delphinium hansenii subsp. hansenii,Ranunculaceae,Delphinium hansenii,,CCH_synonym,TRUE,,3.dicot,12,6,1875,"McLean, F. P.",1938,
Delphinium hansenii var. arcuatum,Ranunculaceae,Delphinium hansenii,,CCH_synonym,TRUE,,3.dicot,6,,1912,"Chandler, Harley P.",1938,
Delphinium hesperium,Ranunculaceae,Delphinium hesperium,,CCH_synonym,TRUE,,3.dicot,2,,1881,"Parry, Charles Christopher",1896,
Delphinium hesperium subsp. pallescens,Ranunculaceae,Delphinium hesperium,,CCH_synonym,TRUE,,3.dicot,,,,,,
Delphinium nudicaule,Ranunculaceae,Delphinium nudicaule,,CCH_synonym,TRUE,,3.dicot,1,,1901,"Evans, Herbert McLean",1901,
Delphinium nuttallianum,Ranunculaceae,Delphinium nuttallianum,,CCH_synonym,TRUE,,3.dicot,41,22,1901,"Dudley, William R.",2006,
Delphinium decorum,Ranunculaceae,Delphinium patens,,CCH_synonym,TRUE,,3.dicot,2,1,1939,"Moncrief V., Mowbray V.",1949,
Delphinium decorum var. patens,Ranunculaceae,Delphinium patens,,CCH_synonym,TRUE,,3.dicot,10,5,1921,"Peirson, Frank W.",1946,
Delphinium patens,Ranunculaceae,Delphinium patens,,CCH_synonym,TRUE,,3.dicot,2,1,1938,"Covel, Paul F.",1941,
Delphinium patens subsp. patens,Ranunculaceae,Delphinium patens,,CCH_synonym,TRUE,,3.dicot,11,1,1906,"Saunders, C. F.",1947,
Delphinium polycladon,Ranunculaceae,Delphinium polycladon,,CCH_synonym,TRUE,,3.dicot,34,20,1875,"McLean, F. P.",1961,
Enemion occidentale,Ranunculaceae,Enemion occidentale,,CCH_synonym,TRUE,,3.dicot,,,,,,
Isopyrum occidentale,Ranunculaceae,Enemion occidentale,,CCH_synonym,TRUE,,3.dicot,,,,,,
Halerpestes cymbalaria,Ranunculaceae,Halerpestes cymbalaria,,iNat_synonym,,,3.dicot,,,,,,
Ranunculus cymbalaria,Ranunculaceae,Halerpestes cymbalaria,,CCH_synonym,FALSE,changed current name,3.dicot,7,3,1927,"Price, John",2004,
Ranunculus cymbalaria subsp. saximontanus,Ranunculaceae,Halerpestes cymbalaria,,TNRS_synonym,TRUE,,3.dicot,2,,1933,"Fowler, Robert",1933,
Ranunculus cymbalaria var. saximontanus,Ranunculaceae,Halerpestes cymbalaria,,CCH_synonym,FALSE,changed current name,3.dicot,2,2,1933,"Sharsmith, Carl W.",1944,
Kumlienia hystricula,Ranunculaceae,Kumlienia hystricula,,CCH_synonym,TRUE,,3.dicot,11,5,1895,"Blasdale, W. C.",2006,
Ranunculus hystriculus,Ranunculaceae,Kumlienia hystricula,,CCH_synonym,TRUE,,3.dicot,17,5,1911,"Abrams, Le Roy",2006,
Anemone occidentalis,Ranunculaceae,Pulsatilla occidentalis,,CCH_synonym,FALSE,changed current name,3.dicot,3,1,1941,Sagal,1998,
Pulsatilla occidentalis,Ranunculaceae,Pulsatilla occidentalis,,iNat_synonym,,,3.dicot,,,,,,
Ranunculus alismaefolius,Ranunculaceae,Ranunculus alismifolius,,TNRS_synonym,TRUE,,3.dicot,6,2,1926,"Michael, Enid",1956,
Ranunculus alismaefolius var. alismaefolius,Ranunculaceae,Ranunculus alismifolius,,TNRS_synonym,TRUE,,3.dicot,2,1,1921,"Peirson, Frank W.",1936,
Ranunculus alismaefolius var. alismellus,Ranunculaceae,Ranunculus alismifolius,,TNRS_synonym,TRUE,,3.dicot,3,2,1941,"Leschke, Hans G.",1961,
Ranunculus alismaefolius var. hartwegi,Ranunculaceae,Ranunculus alismifolius,,TNRS_synonym,TRUE,,3.dicot,2,,1941,"Leschke, Hans G.",1941,
Ranunculus alismifolius,Ranunculaceae,Ranunculus alismifolius,,CCH_synonym,TRUE,,3.dicot,4,3,1929,"Dearing, Hugh & Margaret",2006,
Ranunculus alismifolius montanus,Ranunculaceae,Ranunculus alismifolius,,TNRS_synonym,TRUE,,3.dicot,1,,1860,"Brewer, William Henry",1860,
Ranunculus alismifolius var. alismellus,Ranunculaceae,Ranunculus alismifolius,,CCH_synonym,TRUE,,3.dicot,35,17,1863,Geological Survey,1972,
Ranunculus alismifolius var. alismifolius,Ranunculaceae,Ranunculus alismifolius,,Symbiotica,,,3.dicot,,,,,,
Ranunculus alismifolius var. hartwegii,Ranunculaceae,Ranunculus alismifolius,,CCH_synonym,TRUE,,3.dicot,,,,,,
Ranunculus californicus,Ranunculaceae,Ranunculus californicus,,CCH_synonym,TRUE,,3.dicot,3,2,1895,"Perkins, Albert J.",1932,
Ranunculus eschscholtzii,Ranunculaceae,Ranunculus eschscholtzii,,CCH_synonym,TRUE,,3.dicot,10,9,1922,"Hall, Harvey Monroe",2007,
Ranunculus eschscholtzii var. oxynotus,Ranunculaceae,Ranunculus eschscholtzii,,CCH_synonym,TRUE,,3.dicot,8,8,1902,"Hall, Harvey Monroe",1949,
Ranunculus flammula,Ranunculaceae,Ranunculus flammula,,CCH_synonym,TRUE,,3.dicot,11,8,1897,unknown,2007,
Ranunculus flammula var. flammula,Ranunculaceae,Ranunculus flammula,,CCH_synonym,TRUE,,3.dicot,1,,1930,"Walker, Burt",1930,
Ranunculus flammula var. ovalis,Ranunculaceae,Ranunculus flammula,,CCH_synonym,TRUE,,3.dicot,18,7,1872,"Redfield, John H.",1975,
Ranunculus glaberrimus var. ellipticus,Ranunculaceae,Ranunculus glaberrimus,,CCH_synonym,FALSE,"add, new native",3.dicot,2,2,2010,"Taylor, Dean William",2010,
Ranunculus hebecarpus,Ranunculaceae,Ranunculus hebecarpus,,CCH_synonym,TRUE,,3.dicot,1,1,1927,"Michael, Enid",1927,
Ranunculus muricatus,Ranunculaceae,Ranunculus muricatus,,CCH_synonym,TRUE,,3.dicot,3,3,2002,"Taylor, Dean William",2009,
Ranunculus occidentalis,Ranunculaceae,Ranunculus occidentalis,,CCH_synonym,TRUE,,3.dicot,10,5,1902,"Hall, Harvey Monroe",2006,
Ranunculus occidentalis var. eisenii,Ranunculaceae,Ranunculus occidentalis,,CCH_synonym,TRUE,,3.dicot,4,1,1902,"Hall, Harvey Monroe",1955,
Ranunculus occidentalis var. occidentalis,Ranunculaceae,Ranunculus occidentalis,,CCH_synonym,TRUE,,3.dicot,5,,1883,"Congdon, Joseph Whipple",1931,
Ranunculus occidentalis var. ultramontanus,Ranunculaceae,Ranunculus occidentalis,,CCH_synonym,TRUE,,3.dicot,2,2,1929,"Michael, Enid",1935,
Ranunculus orthorhynchus,Ranunculaceae,Ranunculus orthorhynchus,,CCH_synonym,TRUE,,3.dicot,7,4,1900,"Bioletti, Frederick Theodore",1944,
Ranunculus orthorhynchus var. orthorhynchus,Ranunculaceae,Ranunculus orthorhynchus,,CCH_synonym,TRUE,,3.dicot,14,9,1888,"Congdon, Joseph Whipple",1958,
Ranunculus orthorhynchus var. platyphyllus,Ranunculaceae,Ranunculus orthorhynchus,,CCH_synonym,TRUE,,3.dicot,2,2,2010,"Taylor, Dean William",2010,
Ranunculus pusillus,Ranunculaceae,Ranunculus pusillus,,TNRS_synonym,TRUE,,3.dicot,1,1,1933,"Fowler, Robert",1933,
Ranunculus repens,Ranunculaceae,Ranunculus repens,,CCH_synonym,TRUE,,3.dicot,1,,1961,"Smith, Gladys L.",1961,
Ranunculus aquatilis,Ranunculaceae,Ranunculus trichophyllus,,CCH_synonym,TRUE,,3.dicot,4,3,1926,"Michael, Enid",2006,
Ranunculus aquatilis var. aquatilis,Ranunculaceae,Ranunculus trichophyllus,,CCH_synonym,TRUE,,3.dicot,1,,1946,"Keck, David D.",1946,
Ranunculus aquatilis var. capillaceus,Ranunculaceae,Ranunculus trichophyllus,,CCH_synonym,TRUE,,3.dicot,3,3,1911,"Jepson, Willis L.",2004,
Ranunculus aquatilis var. diffusus,Ranunculaceae,Ranunculus trichophyllus,,CCH_synonym,TRUE,,3.dicot,4,1,1924,"Howell, John Thomas",1942,
Ranunculus aquatilis var. hispidulus,Ranunculaceae,Ranunculus trichophyllus,,CCH_synonym,TRUE,,3.dicot,1,1,1925,"Mason, Herbert L.",1925,
Ranunculus aquatilus,Ranunculaceae,Ranunculus trichophyllus,,TNRS_synonym,TRUE,,3.dicot,2,2,2004,"Colwell, Alison",2006,
Ranunculus trichophyllus var. trichophyllus,Ranunculaceae,Ranunculus trichophyllus,,CCH_synonym,TRUE,,3.dicot,1,,1934,"Sharsmith, Carl W.",1934,
Ranunculus uncinatus,Ranunculaceae,Ranunculus uncinatus,,CCH_synonym,TRUE,,3.dicot,5,1,1897,"Congdon, Joseph Whipple",1944,
Ranunculus uncinatus var. parviflorus,Ranunculaceae,Ranunculus uncinatus,,CCH_synonym,TRUE,,3.dicot,1,,1936,"Benson, Lyman D.",1936,
Thalictrum fendleri,Ranunculaceae,Thalictrum fendleri,,CCH_synonym,TRUE,,3.dicot,33,18,1889,"Chesnut, Drew",2007,
Thalictrum fendleri var. fendleri,Ranunculaceae,Thalictrum fendleri,,CCH_synonym,TRUE,,3.dicot,3,2,1929,"Dorothy, Harvey",1963,
Thalictrum fendleri var. polycarpum,Ranunculaceae,Thalictrum fendleri,,CCH_synonym,TRUE,,3.dicot,2,2,1935,"Belshaw, Charles M.",1948,
Thalictrum polycarpum,Ranunculaceae,Thalictrum fendleri,,CCH_synonym,TRUE,,3.dicot,1,,1946,"Keck, David D.",1946,
Thalictrum sparsiflorum,Ranunculaceae,Thalictrum sparsiflorum,,CCH_synonym,TRUE,,3.dicot,12,4,1912,"Babcock, E. B.",1964,
Oligomeris linifolia,Resedaceae,Oligomeris linifolia,,from_gbif,,,3.dicot,,,,,,
Ceanothus arcuatus,Rhamnaceae,Ceanothus arcuatus,,TNRS_synonym,TRUE,,3.dicot,1,1,1935,"Thomas, Michael",1935,
Ceanothus cordulatus,Rhamnaceae,Ceanothus cordulatus,,CCH_synonym,TRUE,,3.dicot,43,20,1863,State Survey,2003,
Ceanothus cuneatus,Rhamnaceae,Ceanothus cuneatus,,CCH_synonym,TRUE,,3.dicot,7,2,1880,"Cleveland, Daniel",1951,
Ceanothus cuneatus subsp. cuneatus,Rhamnaceae,Ceanothus cuneatus,,CCH_synonym,TRUE,,3.dicot,1,1,1935,"Augustine, W. B.",1935,
Ceanothus cuneatus var. cuneatus,Rhamnaceae,Ceanothus cuneatus,,CCH_synonym,TRUE,,3.dicot,3,3,1925,"Mason, Herbert L.",1935,
Ceanothus diversifolius,Rhamnaceae,Ceanothus diversifolius,,CCH_synonym,TRUE,,3.dicot,14,7,1883,"Congdon, Joseph Whipple",2007,
Ceanothus fresnensis,Rhamnaceae,Ceanothus fresnensis,,CCH_synonym,TRUE,,3.dicot,19,11,1901,"Grant, George B.",2008,
Ceanothus prostratus,Rhamnaceae,Ceanothus fresnensis,,CCH_synonym,TRUE,misapplied,3.dicot,5,3,1880,"Cleveland, Daniel",1957,
Ceanothus integerrimus,Rhamnaceae,Ceanothus integerrimus,,CCH_synonym,TRUE,,3.dicot,37,22,1863,"Brewer, William Henry",1966,
Ceanothus integerrimus var. californicus,Rhamnaceae,Ceanothus integerrimus,,CCH_synonym,TRUE,,3.dicot,14,8,1894,"Burnham, Stewart H.",1967,
Ceanothus integerrimus var. macrothyrsus,Rhamnaceae,Ceanothus integerrimus,,CCH_synonym,TRUE,,3.dicot,2,,1920,"Merriam, C. Hart",1967,
Ceanothus divaricatus,Rhamnaceae,Ceanothus leucodermis,,TNRS_synonym,TRUE,,3.dicot,1,,1863,"Brewer, William Henry",1863,
Ceanothus leucodermis,Rhamnaceae,Ceanothus leucodermis,,CCH_synonym,TRUE,,3.dicot,15,8,1866,"Bolander, Henry Nicholas",1944,
Ceanothus oliganthus var. oliganthus,Rhamnaceae,Ceanothus oliganthus,,TNRS_synonym,FALSE,"add_but_omit, taxonomic_mismatch",3.dicot,1,,1888,"Congdon, Joseph Whipple",1888,
Ceanothus integerrimus parvifolius,Rhamnaceae,Ceanothus parvifolius,,TNRS_synonym,TRUE,,3.dicot,1,,1872,"Gray, Asa",1872,
Ceanothus parvifolius,Rhamnaceae,Ceanothus parvifolius,,CCH_synonym,TRUE,,3.dicot,40,29,1863,State Survey,2004,
Ceanothus velutinus,Rhamnaceae,Ceanothus velutinus,,Yos_scientific,,,3.dicot,,,,,,
Frangula californica,Rhamnaceae,Frangula californica,,CCH_synonym,TRUE,,3.dicot,1,,1863,"Brewer, William Henry",1863,
Frangula californica cuspidata,Rhamnaceae,Frangula californica,,TNRS_synonym,TRUE,,3.dicot,,,,,,
Frangula californica subsp. californica,Rhamnaceae,Frangula californica,,CCH_synonym,TRUE,,3.dicot,1,,1938,"Covel, Paul F.",1938,
Frangula californica subsp. cuspidata,Rhamnaceae,Frangula californica,,CCH_synonym,TRUE,,3.dicot,2,1,1920,"Merriam, C. Hart",1933,
Rhamnus californica,Rhamnaceae,Frangula californica,,CCH_synonym,TRUE,,3.dicot,6,3,1908,"Smith, R. J.",1935,
Rhamnus tomentella subsp. cuspidata,Rhamnaceae,Frangula californica,,CCH_synonym,TRUE,,3.dicot,,,,,,
Frangula rubra,Rhamnaceae,Frangula rubra,,CCH_synonym,TRUE,,3.dicot,4,4,1908,"Heller, Amos Arthur",1944,
Frangula rubra obtusissima,Rhamnaceae,Frangula rubra,,TNRS_synonym,TRUE,,3.dicot,,,,,,
Frangula rubra subsp. Obtussima,Rhamnaceae,Frangula rubra,,TNRS_synonym,TRUE,,3.dicot,2,,1923,"McMinn, H. E.",1932,
Frangula rubra subsp. rubra,Rhamnaceae,Frangula rubra,,CCH_synonym,TRUE,,3.dicot,3,,1921,"Zeile, Elsie M.",1975,
Frangula rubra subsp. yosemitana,Rhamnaceae,Frangula rubra,,CCH_synonym,TRUE,,3.dicot,12,1,1907,"Eastwood, Alice",1972,
Rhamnus rubra,Rhamnaceae,Frangula rubra,,CCH_synonym,TRUE,,3.dicot,16,15,1863,State Survey,2006,
Rhamnus rubra subsp. obtusissima,Rhamnaceae,Frangula rubra,,CCH_synonym,TRUE,,3.dicot,3,2,1931,"Keck, David D.",1939,
Rhamnus rubra subsp. yosemitana,Rhamnaceae,Frangula rubra,,CCH_synonym,TRUE,,3.dicot,7,3,1910,Hutchinson,1972,
Rhamnus rubra yosemitana,Rhamnaceae,Frangula rubra,,TNRS_synonym,TRUE,,3.dicot,1,,1930,"Wolf, Carl Brandt",1930,
Rhamnus crocea subsp. ilicifolia,Rhamnaceae,Rhamnus ilicifolia,,CCH_synonym,TRUE,,3.dicot,5,3,1930,"Michael, Enid",1939,
Rhamnus ilicifolia,Rhamnaceae,Rhamnus ilicifolia,,CCH_synonym,TRUE,,3.dicot,7,6,1889,"Chesnut, Drew",2006,
Adenostoma fasciculatum,Rosaceae,Adenostoma fasciculatum,,CCH_synonym,TRUE,,3.dicot,1,1,1944,"Sharsmith, Carl W.",1944,
Amelanchier alnifolia,Rosaceae,Amelanchier alnifolia,,CCH_synonym,TRUE,,3.dicot,12,8,1911,"Abrams, Le Roy",2007,
Amelanchier alnifolia var. pumila,Rosaceae,Amelanchier alnifolia,,CCH_synonym,TRUE,,3.dicot,1,,1936,"Sharsmith, Carl W.",1936,
Amelanchier pumila,Rosaceae,Amelanchier alnifolia,,CCH_synonym,TRUE,,3.dicot,1,,1933,"Newsom, V.",1933,
Amelanchier pallida,Rosaceae,Amelanchier utahensis,,CCH_synonym,TRUE,,3.dicot,6,1,1910,Hutchinson,1940,
Amelanchier utahensis,Rosaceae,Amelanchier utahensis,,CCH_synonym,TRUE,,3.dicot,25,15,1894,"Tompkins, Mrs. Z.",2007,
Potentilla anserina,Rosaceae,Argentina anserina,,CCH_synonym,TRUE,,3.dicot,1,1,1989,"Botti, Stephen J.",1989,
Potentilla anserina subsp. anserina,Rosaceae,Argentina anserina,,Symbiotica,,,3.dicot,,,,,,
Cercocarpus betuloides,Rosaceae,Cercocarpus betuloides,,CCH_synonym,TRUE,,3.dicot,2,1,1931,"Borrell, A. E. [Borell]",1934,
Cercocarpus betuloides var. betuloides,Rosaceae,Cercocarpus betuloides,,CCH_synonym,TRUE,,3.dicot,9,4,1911,"Abrams, Le Roy",1959,
Cercocarpus montanus glaber,Rosaceae,Cercocarpus betuloides,,TNRS_synonym,TRUE,,3.dicot,1,,1895,"Ward, L. F.",1895,
Cercocarpus ledifolius var. ledifolius,Rosaceae,Cercocarpus ledifolius,,CCH_synonym,FALSE,"add_but_omit, taxonomic_mismatch",3.dicot,1,1,1866,"Bolander, Henry Nicholas",1866,
Chamaebatia australis,Rosaceae,Chamaebatia australis,,CCH_synonym,FALSE,"add_but_omit, wrong ID",3.dicot,1,,1919,"Jepson, Willis L.",1919,
Chamaebatia foliolosa,Rosaceae,Chamaebatia foliolosa,,CCH_synonym,TRUE,,3.dicot,37,18,1864,"Brewer, William Henry",1997,
Chamaebatiaria millefolium,Rosaceae,Chamaebatiaria millefolium,,CCH_synonym,TRUE,,3.dicot,1,1,1933,"Jensen, H. A.",1933,
Dasiphora fruticosa,Rosaceae,Dasiphora fruticosa,,CCH_synonym,TRUE,,3.dicot,9,3,1933,"McMinn, H. E.",1974,
Potentilla fruticosa,Rosaceae,Dasiphora fruticosa,,CCH_synonym,TRUE,,3.dicot,21,15,1889,"Chesnut, Drew",2005,
Drymocallis arguta,Rosaceae,Drymocallis arguta,,from_gbif,,,3.dicot,,,,,,
Drymocallis glandulosa,Rosaceae,Drymocallis glandulosa,,CCH_synonym,TRUE,,3.dicot,8,7,1911,"Abrams, Le Roy",1974,
Drymocallis glandulosa subsp. glandulosa,Rosaceae,Drymocallis glandulosa,,TNRS_synonym,TRUE,,3.dicot,1,,1958,"Henninger, Adolph",1958,
Drymocallis glandulosa subsp. reflexa,Rosaceae,Drymocallis glandulosa,,CCH_synonym,FALSE,changed current name,3.dicot,1,1,2006,"Colwell, Alison",2006,
Drymocallis glandulosa var. glandulosa,Rosaceae,Drymocallis glandulosa,,CCH_synonym,TRUE,,3.dicot,3,3,1909,"Jepson, Willis L.",1911,
Drymocallis glandulosa var. reflexa,Rosaceae,Drymocallis glandulosa,,CCH_synonym,TRUE,,3.dicot,18,10,1866,"Bolander, Henry Nicholas",1941,
Potentilla glandulosa,Rosaceae,Drymocallis glandulosa,,CCH_synonym,TRUE,,3.dicot,9,4,1936,"Hawbecker, A. H.",2006,
Drymocallis hansenii,Rosaceae,Drymocallis hansenii,,CCH_synonym,TRUE,,3.dicot,15,7,1894,"Dudley, William R.",1933,
Potentilla glandulosa subsp. hansenii,Rosaceae,Drymocallis hansenii,,CCH_synonym,TRUE,,3.dicot,2,1,1902,"Hall, Harvey Monroe",1936,
Drymocallis lactea,Rosaceae,Drymocallis lactea,,CCH_synonym,TRUE,,3.dicot,1,1,2005,"Colwell, Alison",2005,
Drymocallis lactea var. lactea,Rosaceae,Drymocallis lactea,,CCH_synonym,TRUE,,3.dicot,23,8,1902,"Hall, Harvey Monroe",2005,
Potentilla glandulosa subsp. nevadensis,Rosaceae,Drymocallis lactea,,CCH_synonym,TRUE,,3.dicot,4,3,1928,"Michael, Enid",1938,
Potentilla glandulosa var. lactea,Rosaceae,Drymocallis lactea,,CCH_synonym,TRUE,,3.dicot,4,3,1935,"Schreiber, Beryl O.",1938,
Potentilla lactea,Rosaceae,Drymocallis lactea,,CCH_synonym,TRUE,,3.dicot,1,,1921,"Peirson, Frank W.",1921,
Fragaria californica,Rosaceae,Fragaria vesca,,CCH_synonym,TRUE,,3.dicot,6,2,1921,"Peirson, Frank W.",1965,
Fragaria vesca,Rosaceae,Fragaria vesca,,CCH_synonym,TRUE,,3.dicot,7,5,1911,"Hall, Harvey Monroe",1997,
Fragaria vesca subsp. bracteata,Rosaceae,Fragaria vesca,,CCH_synonym,TRUE,,3.dicot,5,,1891,"Congdon, Joseph Whipple",1923,
Fragaria vesca subsp. californica,Rosaceae,Fragaria vesca,,CCH_synonym,TRUE,,3.dicot,2,,1921,"Zeile, Elsie M.",1938,
Fragaria platypetala,Rosaceae,Fragaria virginiana,,TNRS_synonym,TRUE,,3.dicot,2,1,1944,"Sharsmith, Carl W.",1944,
Fragaria virginiana,Rosaceae,Fragaria virginiana,,CCH_synonym,TRUE,,3.dicot,7,5,1909,"Jepson, Willis L.",1963,
Fragaria virginiana subsp. glauca,Rosaceae,Fragaria virginiana,,CCH_synonym,TRUE,,3.dicot,5,3,1889,"Chesnut, Drew",1946,
Fragaria virginiana subsp. grayana,Rosaceae,Fragaria virginiana,,TNRS_synonym,TRUE,,3.dicot,1,,1885,"Congdon, Joseph Whipple",1885,
Fragaria virginiana subsp. platypetala,Rosaceae,Fragaria virginiana,,CCH_synonym,TRUE,,3.dicot,16,7,1888,"Congdon, Joseph Whipple",1959,
Fragaria virginiana var. illinoensis,Rosaceae,Fragaria virginiana,,TNRS_synonym,TRUE,,3.dicot,1,,1888,"Congdon, Joseph Whipple",1888,
Geum macrophyllum,Rosaceae,Geum macrophyllum,,CCH_synonym,TRUE,,3.dicot,9,5,1883,"Congdon, Joseph Whipple",1948,
Geum macrophyllum var. perincisum,Rosaceae,Geum macrophyllum,,CCH_synonym,TRUE,,3.dicot,2,,1891,"Congdon, Joseph Whipple",1934,
Holodiscus boursieri,Rosaceae,Holodiscus discolor,,CCH_synonym,FALSE,changed current name,3.dicot,4,,1914,"Perkins, Albert J.",1935,
Holodiscus discolor,Rosaceae,Holodiscus discolor,,CCH_synonym,TRUE,,3.dicot,11,9,1935,"Thomas, W. D.",2008,
Holodiscus discolor subsp. microphyllus,Rosaceae,Holodiscus discolor,,CCH_synonym,FALSE,changed current name,3.dicot,6,2,1922,"Michael, Enid",1944,
Holodiscus discolor var. discolor,Rosaceae,Holodiscus discolor,,CCH_synonym,TRUE,,3.dicot,16,,1890,"Congdon, Joseph Whipple",1982,
Holodiscus discolor var. dumosa,Rosaceae,Holodiscus discolor,,TNRS_synonym,FALSE,changed current name,3.dicot,1,,1921,"Peirson, Frank W.",1921,
Holodiscus discolor var. microphyllus,Rosaceae,Holodiscus discolor,,CCH_synonym,TRUE,,3.dicot,4,4,1878,"Lemmon, John G.",1967,
Holodiscus microphyllus,Rosaceae,Holodiscus discolor,,CCH_synonym,TRUE,,3.dicot,9,6,1872,"Redfield, John H.",2007,
Holodiscus microphyllus var. microphyllus,Rosaceae,Holodiscus discolor,,CCH_synonym,TRUE,,3.dicot,4,1,1919,"Clemens, Mrs. Joseph",2005,
Horkelia fusca,Rosaceae,Horkelia fusca,,CCH_synonym,TRUE,,3.dicot,17,7,1923,"Michael, Enid",2005,
Horkelia fusca parviflora,Rosaceae,Horkelia fusca,,TNRS_synonym,TRUE,,3.dicot,1,,1872,"Gray, Asa",1872,
Horkelia fusca subsp. parviflora,Rosaceae,Horkelia fusca,,CCH_synonym,TRUE,,3.dicot,37,25,1883,"Congdon, Joseph Whipple",1977,
Horkelia fusca subsp. Pseudocapitata,Rosaceae,Horkelia fusca,,TNRS_synonym,TRUE,,3.dicot,1,1,1956,"Rodin, Robert J.",1956,
Horkelia fusca var. parviflora,Rosaceae,Horkelia fusca,,CCH_synonym,TRUE,,3.dicot,20,6,1894,"Lembert, J. B.",1977,
Horkelia tridentata,Rosaceae,Horkelia tridentata,,CCH_synonym,TRUE,,3.dicot,10,6,1866,"Bolander, Henry Nicholas",1999,
Horkelia tridentata subsp. tridentata,Rosaceae,Horkelia tridentata,,CCH_synonym,TRUE,,3.dicot,7,3,1866,"Bolander, Henry Nicholas",1938,
Horkelia tridentata var. tridentata,Rosaceae,Horkelia tridentata,,CCH_synonym,TRUE,,3.dicot,9,1,1866,"Bolander, Henry Nicholas",1990,
Ivesia gordonii,Rosaceae,Ivesia gordonii,,CCH_synonym,TRUE,,3.dicot,23,15,1878,"Lemmon, John G.",1981,
Ivesia gordonii var. alpicola,Rosaceae,Ivesia gordonii,,CCH_synonym,TRUE,,3.dicot,2,,1935,"Winkelman, H. G.",1935,
Ivesia lycopodioides,Rosaceae,Ivesia lycopodioides,,CCH_synonym,TRUE,,3.dicot,17,6,1863,"Brewer, William Henry",2017,
Ivesia lycopodioides subsp. lycopodioides,Rosaceae,Ivesia lycopodioides,,CCH_synonym,TRUE,,3.dicot,31,21,1863,"Brewer, William Henry",2010,
