Park Code,Category,Order,Family,Taxa Code,Scientific Name,Synonyms,Common Name,Occurrence,Occurrence Tags,Abundance,Nativeness,Nativeness Tags,Record Status
YOSE,Vascular Plant,Poales,Cyperaceae,141773,Scirpus pungens,"Schoenoplectus pungens var. badius (218076),Schoenoplectus pungens (171431)",,Not In Park,Historical,,Native,,Approved
YOSE,Vascular Plant,Poales,Cyperaceae,140930,Scirpus subterminalis,Schoenoplectus subterminalis (167012),,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,143439,Juncus balticus,,Baltic rush,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,143473,Juncus bryoides,,moss rush,Probably Present,,,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,213095,Juncus bufonius var. bufonius,,toad rush,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,213099,Juncus bufonius var. occidentalis,,toad rush,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,143476,Juncus capillaris,,hairystem dwarf rush,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,143478,Juncus chlorocephalus,,greenhead rush,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,143481,Juncus confusus,,Colorado rush,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,213107,Juncus covillei var. obtusatus,,Coville's rush,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,143486,Juncus drummondii,,"Drummond rush, Drummond's rush",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,143487,Juncus dubius,,"dubius rush, Mariposa rush, questionable rush",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,213951,Juncus effusus var. exiguus,,"lamp rush, small rush",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,213955,Juncus effusus var. pacificus,,Pacific rush,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,143489,Juncus ensifolius,,"swordleaf rush, three-stamened rush",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,213968,Juncus hemiendytus var. abjectus,,Herman's dwarf rush,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,213970,Juncus hemiendytus var. hemiendytus,,Herman's dwarf rush,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,158272,Juncus longistylis,,"long-style rush, long-styled rush",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,158276,Juncus macrandrus,,longanther rush,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,143516,Juncus mertensianus,,Mertens' rush,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,143517,Juncus mexicanus,,Mexican rush,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,143518,Juncus nevadensis,,"Nevada rush, Sierra rush",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,158291,Juncus occidentalis,,western rush,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,143522,Juncus orthophyllus,,straightleaf rush,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,143459,Juncus oxymeris,,pointed rush,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,143525,Juncus parryi,,"Parry rush, Parry's rush",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,144356,Juncus saximontanus,,Rocky Mountain rush,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,143461,Juncus tenuis,,"field rush, path rush, poverty rush, slender rush, slender yard rush, wiregrass",Probably Present,,,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,158293,Juncus tiehmii,,"Nevada rush, Tiehm's rush",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,144369,Juncus triformis,,Yosemite dwarf rush,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,144372,Juncus uncialis,,twelfth rush,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,144375,Juncus xiphioides,,irisleaf rush,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,144386,Luzula comosa,,Pacific woodrush,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,144389,Luzula divaricata,,forked woodrush,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,189250,Luzula orestera,,Sierra woodrush,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,144395,Luzula parviflora,,"millet woodrush, smallflower woodrush, smallflowered woodrush",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,144399,Luzula spicata,,"spiked woodrush, spiked wood-rush",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Juncaceae,144388,Luzula subcongesta,,Donner woodrush,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,168695,Achnatherum latiglume,,Sierra needlegrass,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,168697,Achnatherum lemmonii,,Lemmon's needlegrass,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,168699,Achnatherum lettermanii,,"Letterman needlegrass, Letterman's needlegrass",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,203111,Achnatherum nelsonii ssp. dorei,,"Columbia needlegrass, Dore's needlegrass",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,168705,Achnatherum nevadense,,Nevada needlegrass,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,168708,Achnatherum occidentale,,western needlegrass,,,,,,In Review
YOSE,Vascular Plant,Poales,Poaceae,203117,Achnatherum occidentale ssp. californicum,,California needlegrass,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,203119,Achnatherum occidentale ssp. occidentale,,"western needle grass, western needlegrass",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,203122,Achnatherum occidentale ssp. pubescens,,"Elmer's needlegrass, pubescent western needlegrass",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,168716,Achnatherum pinetorum,,"pine needlegrass, pine-forest needle grass, pinewoods needlegrass",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,169414,Achnatherum thurberianum,,Thurber's needlegrass,Probably Present,,,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,89942,Agrostis capillaris,,"colonial bent, colonial bentgrass",Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,142882,Agrostis exarata,,spike bentgrass,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,142884,Agrostis gigantea,,"black bent, redtop, water bentgrass",Present,,Common,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,86343,Agrostis humilis,,"alpine bentgrass, mountain bent grass",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,142888,Agrostis idahoensis,,"Idaho bentgrass, Idaho redtop",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,142866,Agrostis oregonensis,,"Oregon bentgrass, Oregon redtop",Probably Present,,,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,142893,Agrostis pallens,,seashore bentgrass,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,142895,Agrostis scabra,,"rough bent, rough bentgrass, ticklegrass",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,142869,Agrostis stolonifera,,"carpet bentgrass, creeping bent, creeping bentgrass, redtop, redtop bent, seaside bentgrass, spreading bent",Present,,Common,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,86349,Agrostis thurberiana,,Thurber's bentgrass,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,291767,Agrostis variabilis,,"mountain bentgrass, mountain redtop",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,171664,Agrostis viridis,,,Probably Present,,,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,140333,Aira caryophyllea,,silver hairgrass,Present,,Common,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,142908,Alopecurus aequalis,,"short foxtail, shortawn foxtail, short-awn meadow-foxtail",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,86363,Andropogon virginicus var. virginicus,,"broomsedge, broomsedge bluestem",Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,140378,Aristida divaricata,,poverty threeawn,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,140422,Avena barbata,,"slender oat, slender oats, slender wildoat",Present,,Common,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,140424,Avena fatua,,"flaxgrass, oatgrass, wheat oats, wild oat, wild oats",Present,,Common,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,141037,Briza minor,,little quakinggrass,Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,142970,Bromus arenarius,,Australian brome,Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,153359,Bromus carinatus var. carinatus,,,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,153750,Bromus catharticus,,"rescue brome, rescue grass, rescuegras, rescuegrass",Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,142974,Bromus ciliatus,,fringed brome,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,142976,Bromus diandrus,,ripgut brome,Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,142980,Bromus grandis,,tall brome,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,153759,Bromus hordeaceus,,"soft brome, soft chess",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,200691,Bromus inermis ssp. inermis,,smooth brome,Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,142955,Bromus japonicus,,"Japanese brome, Japanese bromegrass, Japanese chess",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,142961,Bromus laevipes,,"Chinook brome, woodland brome",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,153361,Bromus madritensis ssp. madritensis,,,Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,207293,Bromus madritensis ssp. rubens,,,Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,143536,Bromus orcuttianus,,"Orcutt brome, Orcutt's brome",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,143545,Bromus secalinus,,"bromegrass, cheat, chess, chess brome, rye brome, ryebrome",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,143549,Bromus sterilis,,"barren bromegrass, poverty brome, sterile brome",Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,143550,Bromus suksdorfii,,Suksdorf's brome,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,143551,Bromus tectorum,,"cheat grass, cheatgrass, downy brome, early chess, military grass, wild oats",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,143554,Bromus vulgaris,,Columbia brome,Probably Present,,,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,143572,Calamagrostis breweri,,shorthair reedgrass,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,143573,Calamagrostis canadensis,,"bluejoint, bluejoint reedgrass",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,143594,Calamagrostis purpurascens,,purple reedgrass,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,201941,Calamagrostis stricta ssp. inexpansa,,"northern reedgrass, slim-stem reed grass",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,153890,Cinna bolanderi,,Bolander's woodreed,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,143617,Cinna latifolia,,"drooping woodreed, slender wood-reed",Not In Park,False Report,,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,141933,Cynodon dactylon,,"Bermudagrass, chiendent pied-de-poule, common bermudagrass, devilgrass, grama-seda, manienie, motie molulu",Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,141940,Cynosurus echinatus,,bristly dogstail grass,Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,103360,Dactylis glomerata,,"cocksfoot, orchard grass, orchardgrass",Present,,Common,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,102282,Danthonia californica var. americana,,,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,666472,Danthonia californica var. californica,,California wild oatgrass,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,141954,Danthonia intermedia,,timber oatgrass,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,141952,Danthonia unispicata,,"onespike danthonia, onespike oatgrass",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,198732,Deschampsia cespitosa ssp. cespitosa,Deschampsia cespitosa (152411),tufted hairgrass,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,143627,Deschampsia danthonioides,,annual hairgrass,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,143628,Deschampsia elongata,,slender hairgrass,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,144496,Digitaria ischaemum,,"small crabgrass, smooth crab grass, smooth crabgrass",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,143640,Digitaria sanguinalis,,"crabgrass, hairy crab grass, hairy crabgrass, large crabgrass, purple crabgrass, redhair crabgrass",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,144524,Distichlis spicata,,"desert saltgrass, inland saltgrass, marsh spikegrass, saltgrass, seashore saltgrass",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,155230,Echinochloa crus-galli,,"barnyard grass, barnyardgrass, cockspur, Japanese millet, large barnyard grass, watergrass",Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,203126,Elymus elymoides ssp. californicus,,squirreltail,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,203128,Elymus elymoides ssp. elymoides,,"bottlebrush squirreltail, squirreltail",Probably Present,,,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,200359,Elymus glaucus ssp. glaucus,,"blue wild rye, blue wildrye",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,200361,Elymus glaucus ssp. jepsonii,,Jepson's blue wildrye,Present,,Unknown,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,156059,Elymus multisetus,,"big squirreltail, big wild rye",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,156075,Elymus sierrae,Elymus sierrus (768421),Sierra wildrye,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,156078,Elymus stebbinsii,,Parish wheatgrass,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,200378,Elymus trachycaulus ssp. subsecundus,,"bearded wheatgrass, slender wheatgrass, slender wild rye",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,200380,Elymus trachycaulus ssp. trachycaulus,,slender wheatgrass,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,144587,Eragrostis cilianensis,,"candy grass, lovegrass, stink grass, stinkgrass, strongscented lovegrass",Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,145583,Eragrostis mexicana ssp. virescens,,Mexican lovegrass,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,212456,Eragrostis pilosa var. pilosa,,Indian lovegrass,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,145649,Festuca arundinacea,,"Alta fescue, coarse fescue, reed fescue, tall fescue",Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,201248,Festuca brachyphylla ssp. breviculmis,,alpine fescue,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,145655,Festuca idahoensis,,Idaho fescue,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,159915,Festuca minutiflora,,"smallflower fescue, small-flower fescue",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,145660,Festuca occidentalis,,western fescue,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,145662,Festuca pratensis,,,Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,145632,Festuca rubra,,"ravine fescue, red fescue",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,211635,Festuca saximontana var. purpusiana,,Rocky Mountain fescue,Probably Present,,,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,145666,Festuca subulata,,"bearded fescue, nodding fescue",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,145683,Glyceria borealis,,"northern mannagrass, small floating manna grass, small floating mannagrass",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,145685,Glyceria elata,,tall mannagrass,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,145674,Glyceria striata,,"fowl manna grass, fowl mannagrass",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,203134,Hesperostipa comata ssp. comata,,"needle and thread, needleandthread",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,143335,Holcus lanatus,,"common velvetgrass, velvetgrass, Yorkshire fog",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,203138,Hordeum brachyantherum ssp. brachyantherum,,meadow barley,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,203140,Hordeum brachyantherum ssp. californicum,,California barley,Present,,Unknown,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,768418,Hordeum marinum ssp. gussoneanum,Hordeum marinum ssp. gussonianum (202793),,Present,,Common,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,202798,Hordeum murinum ssp. glaucum,,smooth barley,Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,202800,Hordeum murinum ssp. leporinum,,"lepor barley, leporinum barley",Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,202802,Hordeum murinum ssp. murinum,,wall barley,Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,158331,Koeleria macrantha,,"junegrass, prairie Junegrass",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,161570,Leymus triticoides,,"beardless lyme grass, beardless wildrye, creeping wildrye",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,146284,Lolium multiflorum,,"annual ryegrass, Italian ryegrass",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,146285,Lolium perenne,,"Italian ryegrass, perennial rye grass, perennial ryegrass",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,146294,Lolium temulentum,,"darnel, Darnel ryegrass, poison darnel",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,144107,Melica aristata,,"bearded melicgrass, bearded oniongrass",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,144108,Melica bulbosa,,"bulbous oniongrass, oniongrass",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,144100,Melica californica,,California melicgrass,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,144112,Melica harfordii,,Harford's oniongrass,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,144113,Melica imperfecta,,smallflower melicgrass,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,144103,Melica stricta,,"rock melicgrass, rock oniongrass",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,144104,Melica subulata,,Alaska oniongrass,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,144144,Muhlenbergia andina,,foxtail muhly,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,144160,Muhlenbergia asperifolia,,"alkali muhly, scratchgrass",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,144176,Muhlenbergia filiformis,,pullup muhly,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,144191,Muhlenbergia minutissima,,annual muhly,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,144192,Muhlenbergia montana,,mountain muhly,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,144204,Muhlenbergia richardsonis,,"mat muhly, soft-leaf muhly",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,161443,Muhlenbergia rigens,,"deer muhly, deergrass",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,144205,Muhlenbergia schreberi,,"nimblewill, nimblewill muhly",Present,,Common,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,146309,Panicum capillare,,"annual witchgrass, common panic grass, common witchgrass, panicgrass, ticklegrass, tumble panic, tumbleweed grass, witches hair, witchgrass",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,146344,Panicum miliaceum,,"blackseeded proso millet, broomcorn millet, broomcorn panic, hog millet, panic millet, panicum, proso, proso millet, wild millet, wild proso millet",Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,213316,Panicum rigidulum var. rigidulum,Panicum rigidulum (146355),"redtop panicgrass, redtop panicum",Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,147315,Parapholis incurva,,curved sicklegrass,Probably Present,,,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,139359,Phalaris arundinacea,,"reed canary grass, reed canarygrass",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,147309,Phleum alpinum,,alpine timothy,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,147308,Phleum pratense,,"common timothy, timothy",Present,,Common,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,148055,Poa annua,,"annual blue grass, annual bluegrass, walkgrass",Present,,Common,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,148062,Poa bolanderi,,Bolander's bluegrass,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,148065,Poa bulbosa,,"bulbous blue grass, bulbous bluegrass",Present,,Common,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,147330,Poa compressa,,"Canada bluegrass, flat-stem blue grass",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,148071,Poa cusickii,,Cusick's bluegrass,,,,,,In Review
YOSE,Vascular Plant,Poales,Poaceae,292234,Poa cusickii ssp. cusickii,,Cusick's bluegrass,Unconfirmed,,,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,205856,Poa cusickii ssp. epilis,,Cusick's bluegrass,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,205865,Poa fendleriana ssp. longiligula,,muttongrass,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,205233,Poa glauca ssp. rupicola,,timberline bluegrass,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,167546,Poa keckii,,Keck's bluegrass,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,205235,Poa leptocoma ssp. leptocoma,,bog bluegrass,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,148098,Poa nemoralis,,"forest blue grass, wood bluegrass",Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,292239,Poa pratensis ssp. pratensis,,Kentucky bluegrass,Present,,Common,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,148107,Poa pringlei,,Pringle's bluegrass,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,147354,Poa secunda,,"big bluegrass, Sandberg bluegrass, Sandberg's bluegrass",,,,,,In Review
YOSE,Vascular Plant,Poales,Poaceae,156564,Poa secunda ssp. secunda,,,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,167548,Poa stebbinsii,,Stebbin's bluegrass,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,171404,Poa wheeleri,,Wheeler's bluegrass,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,148130,Polypogon maritimus,,Mediterranean rabbitsfoot grass,Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,148126,Polypogon monspeliensis,,"annual rabbitsfoot grass, annual rabbit's-foot grass, rabbitfoot beardgrass, rabbitfoot grass, rabbitfoot polypogon, rabbitfootgrass, rabbit'sfootgrass",Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,159857,Pseudoroegneria spicata,,"bluebunch wheatgrass, bluebunch-wheat grass",Not In Park,False Report,,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,160754,Ptilagrostis kingii,,Sierra false needlegrass,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,148159,Puccinellia nuttalliana,,"Nuttall alkaligrass, Nuttall's alkaligrass",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,146010,Scribneria bolanderi,,Scribner's grass,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,146013,Secale cereale,,"cereal rye, common rye, cultivated annual rye, cultivated rye, rye",Not In Park,Historical,,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,162809,Setaria pumila,,"cattail grass, yellow bristle grass, yellow bristlegrass",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,139244,Setaria viridis,,"bottle grass, green bristle grass, green bristlegrass, green foxtail, pigeongrass, wild millet",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,162534,Torreyochloa erecta,,spiked false mannagrass,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,215311,Torreyochloa pallida var. pauciflora,,pale false mannagrass,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Poales,Poaceae,204144,Trisetum canescens,,tall trisetum,Present,,Uncommon,Native,,Approved
