accepted_name,,scientific_name,status,family,broader,synonym_matches,establishment_means,count_RG,count_needs_id,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,final_list,possibly_valid_needs_ID,iNat_outcome,iNat_outcome_detailed,parks_outcome,parks_outcome_detailed,voucher_outcome,voucher_outcome_detailed,voucher_obs,voucher_obs_to_1990,voucher_obs_coord,year_first,first_observer,year_last,first_iNat_observer,first_iNat_date,last_iNat_observer,last_iNat_date,iNat_year_first,iNat_year_last,voucher_notes,iNat_needs_ID_only_verdict,symbiota,iNat_missing_in_gbif,use_as_example,summary,vouchers_with_coordinates,rand_check,reason_for_voucher_only,notes_about_vouchers,notes_for_parks_only,reason_for_iNat_only_v3,reason_for_iNat_only_v2,iNat_notes,range_from_iNat_or_Jepson,voucher_links,iNat_needs_ID_only,iNat_needsID_only_notes,taxonomic_concerns,reason_for_parks_list,reason_for_iNat_only,first_record,last_record,voucher_count
Helianthus hirsutus,0,Helianthus hirsutus,current,Asteraceae,3.dicot,,,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove,,,,IGNORE-iNAT_needsID_that_is_wrong,,,,,,,,,,,"almost 100% certainly a misID, was a CV suggestion from two years ago (species no longer suggested by CV for this observation)","not sure, but not this - east coast only",,,,,,
Helianthus petiolaris,0,Helianthus petiolaris,current,Asteraceae,3.dicot,,N/A,,,,,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in park",XX-not in graphics,"XX-not on parks list, not in park",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside park or missing coordinates' found, but rejected due to 'untraced taxonomic error'; not in park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heliomeris multiflora,0,Heliomeris multiflora,current,Asteraceae,3.dicot,,,,2,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove,,,,IGNORE-iNAT_needsID_that_is_wrong,,,,,,,,,,https://www.inaturalist.org/observations/86171666,"almost 100% certainly a misID, CV suggestions from three and five years ago (and species no longer suggested by CV)",some sort of Agoseris,,,,,,
Hemizonella minima,0,Hemizonella minima,current,Asteraceae,3.dicot,,native,18,7,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,44,39,24,1863,"Brewer, William Henry",2004,eric_hunt,6/6/2009,paulexcoff,6/22/2022,2009,2022,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Hesperevax acaulis,0,Hesperevax acaulis,current,Asteraceae,3.dicot,,native,,,,,,,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",XX-not in graphics,"XX-not on parks list, but occurs in park",geographic error,"add, coordinates erroneously outside park or missing coordinates",1,,1,2002,"Taylor, Dean William",2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heterotheca grandiflora,0,Heterotheca grandiflora,current,Asteraceae,3.dicot,,native,,,1,,,1,,,,,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain because vouchers for species are close to the park,retain because vouchers for species are close to the park,XX-not in graphics,"XX-no voucher, but occurs in park",,,,,,,,,,,,,,,in Symbiota,,,disagree_with_park_list,,pl_1,,"Botti suggests many established along Merced Cyn into park, but no vouchers or iNat in park or El Portal area; only west of Hite Cove and then rare; but will mark as ""nearby vouchers""",iNat: always at much lower elevations; no vouchers or nearby vouchers in CCH,,,,,,,,,wrong range-west or south of park at much lower elevations; Coast Range,,,,
Heterotheca sessiliflora,0,Heterotheca sessiliflora,current,Asteraceae,3.dicot,,native,,,1,,,1,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",1,,,1990,"Botti, Stephen J.",1990,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,,pl_1,,,"CCH: 2 vouchers, 1 1890 Congdon, 1 1981 Botti, both just outside park it seems; Taylor didn't look at either; neither has coordinates",,,,,,,,,vouchers not in database-old vouchers only,,1890,1981,2
Heterotheca villosa,0,Heterotheca villosa,current,Asteraceae,3.dicot,,native,,1,1,,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",7,2,6,1922,"Michael, Enid",2007,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,"Benson Lake, Muir Gorge",pl_1,,,CCH: old vouchers from Sharsmith at Benson Lake; vouchers from same site from Colwell & from Jack Main Cyn,,,,,,,,,vouchers not in database-old&recent vouchers,,1922,2007,6
Hieracium albiflorum,0,Hieracium albiflorum,current,Asteraceae,3.dicot,,native,43,22,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,32,32,15,1885,"Congdon, Joseph Whipple",1988,lizzywenk,7/3/2014,pemoore,10/5/2023,2014,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Hieracium argutum,0,Hieracium argutum,current,Asteraceae,3.dicot,,N/A,,,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in park",XX-not in graphics,"XX-not on parks list, not in park",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside park or missing coordinates' found, but rejected due to 'untraced taxonomic error'; not in park",1,1,1,1878,"Lemmon, John G.",1878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hieracium horridum,0,Hieracium horridum,current,Asteraceae,3.dicot,,native,49,26,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,55,50,28,1866,"Bolander, Henry Nicholas",2021,knightericm,8/6/2013,cloudya,10/17/2023,2013,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,throughout,,,,,,,,,,,,,,,1866,2009,44
Hieracium murorum,0,Hieracium murorum,current,Asteraceae,3.dicot,,introduced,,,,1,,,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",XX-not in graphics,"XX-not on parks list, but occurs in park",retain exact name,retain exact name,1,,1,2010,"Taylor, Dean William",2010,,,,,,,,,,,,agree_with_has_voucher&NOT_on_park_list,,v_2,correct-recent_vouchers_only,CCH: single 2010 Taylor collection with 7 sheets in 5 herbaria,,,,,,,,,,,,2010,2010,1
Hieracium scouleri,0,Hieracium scouleri,current,Asteraceae,3.dicot,Hieracium scouleri,native,,,1,,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",3,2,,1959,"Henninger, Eleanore",2002,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,various,pl_1,,,"iNat: name not linked on iNat; using synonym; CCH: 3 vouchers, including 2002 post fire",,,"all observations well to north, southern most around Tahoe, but most much further north",,,,,,vouchers not in database-old&recent vouchers,,1959,2002,3
Hieracium triste,0,Hieracium triste,current,Asteraceae,3.dicot,Hieracium froelichianum; Hieracium gracile,native,2,6,,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain species under synonymous name,retain species under synonymous name,retain exact name,retain exact name,24,20,14,1894,"Congdon, Joseph Whipple",2009,matsonburger,8/6/2010,chloe_and_trevor,8/17/2019,2010,2019,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list_under_synonym-didn't check,,,,,,,,,,,,,,,,,,
Hieracium triste,1,Hieracium froelichianum,synonym,Asteraceae,3.dicot,Pilosella tristis; Hieracium gracile,native,,,1,,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,,,,matsonburger,8/6/2010,chloe_and_trevor,8/17/2019,2010,2019,,,,,,synonym_from_GBIF_being_kept [[no duplication]],,pl_1,,,,,,,,,,,,synonym,,,,
Holocarpha heermannii,0,Holocarpha heermannii,current,Asteraceae,3.dicot,,N/A,,,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in park",XX-not in graphics,"XX-not on parks list, not in park",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside park or missing coordinates' found, but rejected due to 'untraced taxonomic error'; not in park",1,1,,1929,"Branson, Ivan",1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holocarpha virgata,0,Holocarpha virgata,current,Asteraceae,3.dicot,,native,,,1,,,1,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",1,,1,2002,"Taylor, Dean William",2002,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,Yosemite Valley,pl_1,,,"low elevation taxon, with single Dean Taylor voucher from western Yosemite Valley",,,,,,,,,vouchers not in database-recent vouchers only,,2002,2002,1
Hulsea algida,0,Hulsea algida,current,Asteraceae,3.dicot,,native,38,8,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,31,29,26,1863,"Brewer, William Henry",2007,okisutch99,6/30/1989,uropappus,8/16/2023,1989,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Hulsea brevifolia,0,Hulsea brevifolia,current,Asteraceae,3.dicot,,native,1,3,1,1,obscured,1,1,1,1,1,1,,databasing discrepancy,"add, observations lost due to auto-obscured coordinates",retain exact name,retain exact name,retain exact name,retain exact name,50,43,24,1866,"Bolander, Henry Nicholas",2010,pemoore,9/12/2023,pemoore,9/12/2023,2023,2023,,,in Symbiota,geoprivate_by_iNat,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Hulsea heterochroma,0,Hulsea heterochroma,current,Asteraceae,3.dicot,,native,6,,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,10,9,4,1866,"Bolander, Henry Nicholas",1999,owenwhite,5/25/2019,lizzywenk,6/20/2022,2019,2022,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Hulsea nana,0,Hulsea nana,current,Asteraceae,3.dicot,,native,,,1,,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in park",databasing discrepancy,"remove, designated as 'False Report'",XX-not in graphics,"XX-no voucher, not in park",,,,,,,,,,,,,,,,,,disagree_with_park_list,,pl_1,,,,,,,,,,,,"wrong range - ""Not In Park - False Report""",,,,
Hulsea vestita,0,Hulsea vestita,current,Asteraceae,3.dicot,,,,3,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove-fixed,,,,IGNORE-iNAT_needsID_that_is_wrong,,,,,,,,,,,"possibly legit, although at least one of the three are misIDed given one observation is clearly a different species to the others",2 pictures are Hulsea brevifolia (fixed); 3rd is some other Asteraceae - changed to Agoseris,,,,,,
Hymenoxys hoopesii,0,Hymenoxys hoopesii,current,Asteraceae,3.dicot,Dugaldia hoopesii,native,,1,1,,,1,,,,,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain because vouchers for species are close to the park,retain because vouchers for species are close to the park,XX-not in graphics,"XX-no voucher, but occurs in park",,,,,,,,,,,,,,,in Symbiota,,,disagree_with_park_list,,pl_1,,,"Very common in the Kings/Kern and around Sonora Pass, but does seem to be absent from Yosemite; Taylor's ""Yosemite"" voucher is from Huckleberry Lake - i.e. not in Yosemite; but might well be somewhere along the northern boundary of the park",,,,,,,,,wrong range-just outside park,,,,
Hypochaeris glabra,0,Hypochaeris glabra,current,Asteraceae,3.dicot,,introduced,,1,1,1,,1,1,,1,1,1,possibly valid needs ID,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,retain exact name,retain exact name,6,3,4,1939,"Cole, James E.",2010,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,"Yosemite Valley, Hetch Hetchy",,correct-old&recent_vouchers,,,,,,,,,,,,,1941,2010,6
Hypochaeris radicata,0,Hypochaeris radicata,current,Asteraceae,3.dicot,,introduced,1,4,1,1,iNat-not-gbif,1,1,1,,1,1,,"retain, restricted license","retain, but restricted license",retain exact name,retain exact name,retain exact name,retain exact name,3,,3,1998,"Adams, Justin",2010,kypfer_kyroptera,9/17/2021,kypfer_kyroptera,9/17/2021,2021,2021,,,in Symbiota,restricted_license,,agree_with_has_voucher&YES_on_park_list,,,correct-recent_vouchers_only,,,,,,,,,,,,,1998,2010,3
Ionactis alpina,0,Ionactis alpina,current,Asteraceae,3.dicot,,,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove,,,,IGNORE-iNAT_needsID_that_is_wrong,,,,,,,,,Great Basin and intermountain area to northeast,,"possibly legit, but questionable and CV ID from 7 months ago. Still suggested, but not top option",Erigeron breweri or one of similar,,,,,,
Jensia rammii,0,Jensia rammii,current,Asteraceae,3.dicot,,N/A,,,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in park",XX-not in graphics,"XX-not on parks list, not in park",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside park or missing coordinates' found, but rejected due to 'untraced taxonomic error'; not in park",1,1,1,1883,Brandegee,1883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jensia yosemitana,0,Jensia yosemitana,current,Asteraceae,3.dicot,Madia yosemitana,native,3,,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,37,29,23,1881,"Parry, Charles Christopher",2010,adamschneider,5/25/2015,lizzywenk,6/17/2022,2015,2022,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Kyhosia bolanderi,0,Kyhosia bolanderi,current,Asteraceae,3.dicot,Madia bolanderi,native,,,1,1,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,retain exact name,retain exact name,5,3,4,1889,"Congdon, Joseph Whipple",2010,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Lactuca pulchella,0,Lactuca pulchella,current,Asteraceae,3.dicot,"Lactuca tatarica ssp. pulchella, Mulgedium pulchellum",introduced,,,1,1,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,retain exact name,retain exact name,8,8,4,1909,"Jepson, Willis L.",1944,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,v_3,correct-old_vouchers_only / taxonomic_mismatch,"CCH: old vouchers only - but lots through 1940; iNat: closest observation in Utah, and then common; Taylor lists as weed, parks lists as native",,,,,,,,,,,,1909,1944,9
Lactuca serriola,0,Lactuca serriola,current,Asteraceae,3.dicot,,introduced,7,1,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,4,2,4,1926,"Michael, Enid",2002,stepheyes,5/22/2016,agujaceratops,10/1/2023,2016,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,1926,2002,4
Lagophylla glandulosa,0,Lagophylla glandulosa,current,Asteraceae,3.dicot,,N/A,,,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in park",XX-not in graphics,"XX-not on parks list, not in park",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside park or missing coordinates' found, but rejected due to 'untraced taxonomic error'; not in park",3,3,,1878,"Lemmon, John G.",1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laphamia emoryi,0,Laphamia emoryi,current,Asteraceae,3.dicot,,N/A,,,,1,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in park",XX-not in graphics,"XX-not on parks list, not in park",geographic error,"remove, coordinates erroneously inside park",,,,,,,,,,,,,gbif_vouchers_only,,,,,disagree_with_has_voucher&parks_list,,v_1,wrong_coordinates-Riverside,both vouchers reference location in Riverside County; also going by new name - see POWO,,,,,desert species with closest (single) record from Owens Lake area,https://www.gbif.org/occurrence/1930628556; https://www.gbif.org/occurrence/4073906440,,,,,,,,
Lasthenia californica,0,Lasthenia californica,current,Asteraceae,3.dicot,,native,,2,1,,,1,,,,,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain because vouchers for species are close to the park,retain because vouchers for species are close to the park,XX-not in graphics,"XX-no voucher, but occurs in park",,,,,,,,,,,,,,,in Symbiota,,,disagree_with_park_list (El Portal),,pl_1,,,CCH: pair of Michael 1928 vouchers from El Portal that were confirmed by Taylor; but no vouchers in the park itself,,,,,,,,,wrong range-El Portal vouchers,,N/A,N/A,0
Lasthenia platycarpha,0,Lasthenia platycarpha,current,Asteraceae,3.dicot,,N/A,,,1,,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in park",databasing discrepancy,"remove, designated as 'False Report'",XX-not in graphics,"XX-no voucher, not in park",,,,,,,,,,,,,,,,,,disagree_with_park_list,,pl_1,,,,,,,,,,,,"wrong range - ""Not In Park - False Report""",,,,
Layia pentachaeta,0,Layia pentachaeta,current,Asteraceae,3.dicot,,native,,,1,,,1,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",1,,,2006,"Grossenbacher, Dena",2006,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,Mather,pl_1,,,iNat: low elevation Sierra Nevada; CCH: recent voucher near Mather entrance station,,,,,,,,,vouchers not in database-recent vouchers only,,2006,2006,1
Layia platyglossa,0,Layia platyglossa,current,Asteraceae,3.dicot,,out-of-range,,,,1,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in park",XX-not in graphics,"XX-not on parks list, not in park",identification error,"remove, incorrect identification",1,1,1,1948,"Dana, H.",1948,,,,,,,,,,,,disagree_with_has_voucher&parks_list,,v_1,wrong_ID_probably,"1 single 1948 voucher from Valley floor, UNR herbarium",,,,,"Coast Range, San Joaquin Valley, very low elevation Sierra foothills",https://www.cch2.org/portal/collections/individual/index.php?occid=4745678&clid=0,,,taxonomic_mismatch-mis-identification,,,1948,1948,1
Lessingia glandulifera,0,Lessingia glandulifera,current,Asteraceae,3.dicot,,native,,,,1,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in park",XX-not in graphics,"XX-not on parks list, not in park",geographic error,"remove, coordinates erroneously inside park",,,,,,,,,,,,,,,,,,disagree_with_has_voucher&parks_list,,v_2,wrong range-west or south of park at lower elevations,,CCH: no vouchers; Taylor: just mentions it is at much lower elevations in Sierra foothills,,,,,,,,taxonomic_mismatch-wrong something,,,N/A,N/A,0
Lessingia leptoclada,0,Lessingia leptoclada,current,Asteraceae,3.dicot,,native,200,85,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,83,81,45,1866,"Bolander, Henry Nicholas",2021,tomhilton,7/18/2009,sea-kangaroo,11/2/2023,2009,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,"Yosemite Valley, Wawona, western boundary",,,,,,,,,,,,,,,1866,1980,69
Lessingia nemaclada,0,Lessingia nemaclada,current,Asteraceae,3.dicot,,N/A,,,,1,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in park",XX-not in graphics,"XX-not on parks list, not in park",identification error,"remove, incorrect identification",,,,,,,,,,,,,,,,,,disagree_with_has_voucher&parks_list,,v_2,taxonomic_mismatch,"no CCH2 vouchers; only 1 in gbif - and just says ""Yosemite National Park"", 1953, Carnegie Museum of Natural History Herbarium , minor collector",,,,,"many observations and vouchers at low elevations in Sierra foothills, but none even approaching Yosemite boundary",https://www.gbif.org/occurrence/map?taxon_key=3095711&occurrence_status=present,,,taxonomic_mismatch-wrong something,,,1953,1953,1
