accepted_name,scientific_name,status,family,broader,synonym_matches,establishment_means,count_RG,count_needs_id,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,final_list,possibly_valid_needs_ID,iNat_outcome,parks_outcome,voucher_outcome,voucher_obs,voucher_obs_coord,year_first,first_observer,year_last,first_iNat_observer,first_iNat_date,last_iNat_observer,last_iNat_date,iNat_year_first,iNat_year_last,voucher_notes,iNat_needs_ID_only_verdict,symbiota,iNat_missing_in_gbif,use_as_example,summary,vouchers_with_coordinates,rand_check,reason_for_voucher_only,notes_about_vouchers,notes_for_parks_only,reason_for_iNat_only_v3,reason_for_iNat_only_v2,iNat_notes,range_from_iNat_or_Jepson,voucher_links,iNat_needs_ID_only,iNat_needsID_only_notes,taxonomic_concerns,reason_for_parks_list,reason_for_iNat_only,first_record,last_record,voucher_count
Chamaenerion latifolium,Chamaenerion latifolium,current,Onagraceae,3.dicot,Epilobium latifolium,native,2,,,,1,1,1,1,1,1,1,,retain observation,"retain, synonym","add, voucher found during check",3,2,1981,"Botti, Stephen J.",2007,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,,in_1,correct-vouchers,,,data error (database issue),accessioning problem,"valid observation (1) in iNat - on metamorphics on Dana; big population in Lundy Canyon just to northeast; new locality, but voucher in YM from near Mt. Hoffmann",,,,,,,accessioning problem,1981,2007,4
Chamaenerion latifolium,Epilobium latifolium,current,Onagraceae,3.dicot,Chamaenerion latifolium,native,,,1,,,synonym,synonym,synonym,,1,,,XX-synonym other list,XX-synonym retained,XX-synonym other list,,,,,,,,,,,,,,,,,agree_with_park_list&YES_voucher_under_synonym,,pl_1,,,,,,,,,,,,synonym,,x,x,x
Circaea alpina,Circaea alpina,current,Onagraceae,3.dicot,,native,8,1,1,1,1,1,1,1,1,,1,,retain observation,retain on list,retain voucher,23,12,1867,"Bolander, Henry Nicholas",1963,lizzywenk,7/1/2014,dgrimmphd,7/25/2023,2014,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Clarkia affinis,Clarkia affinis,current,Onagraceae,3.dicot,,native,,,,1,,,,,1,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park","remove, mis-identification",1,1,1935,"Augustine, W. B.",1935,,,,,,,,,,,,disagree_with_has_voucher&parks_list,,v_2,wrong range-west or south of park at lower elevations,"CCH: 1 voucher 1935, Miguel Mdw; Taylor: specifies no Yosemite vouchers, occurs below 2800 feet",,,,,,,,,taxonomic_mismatch-wrong something,,,1935,1935,1
Clarkia amoena,Clarkia amoena,current,Onagraceae,3.dicot,,native,1,2,,,1,,,,,,,,"remove, 01. wrong ID","XX-not on parks list, not in park","XX-no voucher, not in park",,,,,,,,,,,,,,,,,new_iNat_find,,in_1,,,,"historical discovery failure, natural migration",new native record,"1 incorrect RG observation in iNat + several ""needs id""",,https://www.inaturalist.org/observations/32860459,,,,,,N/A,N/A,0
Clarkia australis,Clarkia australis,current,Onagraceae,3.dicot,,native,,,1,1,,1,1,,1,1,1,,"not in iNat, but occurs in park",retain on list,retain voucher,6,3,1907,"Eastwood, Alice",2014,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,only recent,,correct-recent_vouchers_only,,,,,,,,,,,,,1907,2007,3
Clarkia biloba,Clarkia biloba,current,Onagraceae,3.dicot,,native,1,2,1,1,1,1,1,1,1,1,1,,retain observation,retain on list,retain voucher,7,2,1907,"King, M Alice",2006,voleman,6/18/2021,voleman,6/18/2021,2021,2021,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Clarkia bottae,Clarkia bottae,current,Onagraceae,3.dicot,,,,2,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-needsID-remove,XX-iNat needs ID only,XX-iNat needs ID only,,,,,,,,,,,,,remove,,,,IGNORE-iNAT_needsID_that_is_wrong,,,,,,,,,,,"one definitely wrong, one seems likely a different species same genus. Check just in case",1 probably Clarkia cyclindrica; other another species,,,,,,
Clarkia cylindrica,Clarkia cylindrica,current,Onagraceae,3.dicot,,native,2,2,,,1,,,1,,,1,,"retain, new native record","not on parks list, but occurs in park","XX-no voucher, but exists in park",,,,,,,,,,,,,,,,,new_iNat_find,,in_1,no vouchers,,,data error (database issue),accessioning problem,multiple RG observations in iNat; common just west of park,,,,,,,new native record,,,
Clarkia dudleyana,Clarkia dudleyana,current,Onagraceae,3.dicot,,native,25,19,1,1,1,1,1,1,1,1,1,,retain observation,retain on list,retain voucher,32,10,1866,"Bolander, Henry Nicholas",2006,tgosliner,6/13/2013,snsheth,9/24/2023,2013,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Clarkia epilobioides,Clarkia epilobioides,current,Onagraceae,3.dicot,,,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-needsID-remove,XX-iNat needs ID only,XX-iNat needs ID only,,,,,,,,,,,,,remove,,,,IGNORE-iNAT_needsID_that_is_wrong,,,,,,,,,,,"almost 100% certainly a misID, was a CV suggestion from last year (species no longer suggested by CV for this observation)",,,,,,,
Clarkia gracilis,Clarkia gracilis,current,Onagraceae,3.dicot,,native,,,1,,,,,,1,,,,"XX-not in iNat, not in park","remove, range far from park",XX-taxonomic mismatch voucher found in CCH download; not in park,2,1,1874,"Lemmon, John G.",1874,,,,,,,,,,,,disagree_with_park_list,,pl_1,,,CCH: 1 1874 voucher from Yosemite Valley; all others well to west; not mentioned in Taylor,,,,,,,,,"wrong range-Coast Range, much lower elevation Sierra",,1874,1874,1
Clarkia heterandra,Clarkia heterandra,current,Onagraceae,3.dicot,,native,2,2,1,1,1,1,1,1,1,1,1,,retain observation,retain on list,retain voucher,2,2,1900,"Bioletti, Frederick Theodore",2005,willfreyman,5/31/2021,julien9uwr,6/7/2023,2021,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Clarkia modesta,Clarkia modesta,current,Onagraceae,3.dicot,,native,,,1,,,1,,,,,1,,"XX-not in iNat, not in park","retain, nearby voucher","XX-no voucher, maybe in park",,,,,,,,,,,,,,in Symbiota,,,disagree_with_park_list,,pl_1,,,"Taylor, CCH: vouchers well west of park",,,,,,,,,wrong range-El Portal vouchers,,,,
Clarkia purpurea,Clarkia purpurea,current,Onagraceae,3.dicot,,native,7,14,1,1,1,1,1,1,1,1,1,,retain observation,retain on list,retain voucher,19,9,1872,"Redfield, John H.",2014,finatic,6/26/2015,betsy71,9/7/2023,2015,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Clarkia rhomboidea,Clarkia rhomboidea,current,Onagraceae,3.dicot,,native,66,45,1,1,1,1,1,1,1,1,1,,retain observation,retain on list,retain voucher,37,19,1878,"Ford, Henry Chapman",2004,eric_hunt,6/6/2009,dinofish99,7/21/2023,2009,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Clarkia speciosa,Clarkia speciosa,current,Onagraceae,3.dicot,,N/A,,,,,,,,,1,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park","XX-wrong ID voucher found in CCH download, not in park",1,,1958,"Henninger, Adolph",1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clarkia unguiculata,Clarkia unguiculata,current,Onagraceae,3.dicot,,native,1,6,1,1,1,1,1,1,1,,1,,retain observation,retain on list,retain voucher,6,3,1910,Hutchinson,1946,jerry171,6/8/2019,jerry171,6/8/2019,2019,2019,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Clarkia virgata,Clarkia virgata,current,Onagraceae,3.dicot,,native,,,,1,,,,,,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park","remove, wrong coordinates",,,,,,,,,,,,,,,,,disagree_with_has_voucher&parks_list,,v_1,wrong_coordinates,"Many vouchers from NW corner Tuolumne County, extending to west of Cherry Lake (Dean Taylor); 1 gbif voucher with coordinates within Yosemite, but voucher locality = ""Cherry Lake""; wrong coordinates, but could be in Yosemite",,,,,"most observations from Hwy 4 (Ebbetts) north, but 1 to south; coordinates obscured",https://www.gbif.org/occurrence/2421768671,,,,,,,,
Clarkia williamsonii,Clarkia williamsonii,current,Onagraceae,3.dicot,,native,44,34,1,1,obscured,1,1,1,1,1,1,,"add, auto-obscured coordinates",retain on list,retain voucher,81,30,1866,"Bolander, Henry Nicholas",2010,tgosliner,6/12/2013,kristymorrow,9/21/2023,2013,2023,,,in Symbiota,geoprivate_by_iNat,,agree_with_has_voucher&YES_on_park_list,,,coordinates_obscured,,,,,,,,,,,,,,,
Epilobium anagallidifolium,Epilobium anagallidifolium,current,Onagraceae,3.dicot,,native,,4,1,1,,1,1,,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,15,10,1885,"Congdon, Joseph Whipple",2012,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Epilobium brachycarpum,Epilobium brachycarpum,current,Onagraceae,3.dicot,,native,,24,1,1,,1,1,,1,,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,7,6,1911,"Abrams, Le Roy",1974,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,"Yosemite Valley, Wawona, Merced Canyon",v_3,correct-old_vouchers_only,"CCH: small number of old vouchers; most of iNat are wrong (lots of Lessingia), but some probably correct",,,,,,,,,,,,1911,2007,6
Epilobium canum,Epilobium canum,current,Onagraceae,3.dicot,,native,167,9,1,1,1,1,1,1,1,1,1,,retain observation,retain on list,retain voucher,38,12,1866,unknown,2007,packardr90,8/11/2005,bjlmt,10/27/2023,2005,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Epilobium ciliatum,Epilobium ciliatum,current,Onagraceae,3.dicot,,native,6,28,1,1,1,1,1,1,1,1,1,,retain observation,retain on list,retain voucher,27,14,1922,"Hall, Harvey Monroe",2005,knightericm,8/6/2013,upthemountain,9/4/2023,2013,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Epilobium densiflorum,Epilobium densiflorum,current,Onagraceae,3.dicot,,native,3,4,1,1,1,1,1,1,1,1,1,,retain observation,retain on list,retain voucher,20,11,1860,"Bolander, Henry Nicholas",2006,rangerwild,6/6/2022,snsheth,9/24/2023,2022,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Epilobium glaberrimum,Epilobium glaberrimum,current,Onagraceae,3.dicot,,native,1,2,1,1,1,1,1,1,1,1,1,,retain observation,retain on list,retain voucher,29,22,1866,"Bolander, Henry Nicholas",2007,chloe_and_trevor,8/18/2019,chloe_and_trevor,8/18/2019,2019,2019,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Epilobium hallianum,Epilobium halleanum,synonym,Onagraceae,3.dicot,Epilobium hallianum,native,,,,1,,synonym,synonym,synonym,,,,,XX-synonym other list,XX-synonym other list,"remove, duplicate synonym",,,,,,,,,,,,,,,,,synonym_from_GBIF_being_kept [[duplicate names in vouchers]],,v_2,taxonomic_mismatch-synonym,CCH: rsevoles to Epilobium hallianum,,,,,,,,,taxonomic_mismatch-synonym,,,,,
Epilobium hallianum,Epilobium hallianum,current,Onagraceae,3.dicot,Epilobium halleanum,native,,1,1,1,,1,1,,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,18,14,1896,"Congdon, Joseph Whipple",2009,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Epilobium hornemannii,Epilobium hornemannii,current,Onagraceae,3.dicot,,native,,,1,1,,1,1,,1,,1,,"not in iNat, but occurs in park",retain on list,retain voucher,10,5,1885,"Congdon, Joseph Whipple",1962,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,"montane, especially south of Glacier Point",v_3,correct-old_vouchers_only,CCH: vouchers from diverse locations,,,,,,,,,,,,1885,1962,9
Epilobium howellii,Epilobium howellii,current,Onagraceae,3.dicot,,native,1,,1,1,obscured,1,1,1,,1,1,,"add, auto-obscured coordinates",retain on list,retain voucher,2,1,2005,"Colwell, Alison",2006,matsonburger,8/5/2010,matsonburger,8/5/2010,2010,2010,,,in Symbiota,geoprivate_by_iNat,,agree_with_has_voucher&YES_on_park_list,,,correct-recent_vouchers_only,,,,,,,,,,,,,2005,2006,2
Epilobium lactiflorum,Epilobium lactiflorum,current,Onagraceae,3.dicot,,native,,,1,1,,1,1,,1,1,1,,"not in iNat, but occurs in park",retain on list,retain voucher,9,4,1890,"Congdon, Joseph Whipple",1990,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,v_1,correct-old&recent_vouchers,"multiple CCH2 vouchers across time,also 2 gbif that seem valid + 1 just outside park in Glacier Canyon; most recent in park from Botti in 1990",,,,,"scattered observations around western US, including in the Sierra around Tahoe, but not further south; that said, I have photos I think are this taxon from Yosemite and south",,,,,,,,,
Epilobium minutum,Epilobium minutum,current,Onagraceae,3.dicot,,native,,3,1,1,,1,1,,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,7,6,1895,"Yates, L. G.",2003,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Epilobium obcordatum,Epilobium obcordatum,current,Onagraceae,3.dicot,,native,30,1,1,1,1,1,1,1,1,1,1,,retain observation,retain on list,retain voucher,26,15,1878,"Lemmon, John G.",2007,justin2,9/4/2013,llochner,8/5/2023,2013,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Epilobium oreganum,Epilobium oreganum,current,Onagraceae,3.dicot,,native,,,1,,,1,1,,1,,1,,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",6,5,1927,"Durant, Miss",1981,,,,,,,,,,,,voucher_found&YES_on_park_list,"Yosemite Valley, Hetch Hetchy, Wawona",pl_1,,,"Taylor: not mentioned; CCH: multiple vouchers, most recent Botti 1981; can't work out why not mentioned in Taylor - he must have had a reason to exclude it",,,,,,,,,,,1927,1981,6
Epilobium oregonense,Epilobium oregonense,current,Onagraceae,3.dicot,,native,,1,1,1,,1,1,,1,,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,3,1,1863,"Brewer, William Henry",1962,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,montane,v_3,correct-old_vouchers_only,,,,,,,,,,,,,1863,1962,3
Epilobium persicinum,Epilobium persicinum,current,Onagraceae,3.dicot,,native,,,1,,,,,,,,,,"XX-not in iNat, not in park","remove, range far from park","XX-no voucher, not in park",,,,,,,,,,,,,,,,,disagree_with_park_list,,pl_1,,,Taylor: not in book; no CCH vouchers;,,,,,,,,,wrong range-Europe,,,,
Epilobium ravenii,Epilobium ravenii,current,Onagraceae,3.dicot,,N/A,,,,,,,,,1,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park",XX-taxonomic mismatch voucher found in CCH download; not in park,1,,1924,"Jepson, Willis L.",1924,,,,,,,,,in Symbiota,,,,,,,,,,,,,,,,,,,,,
Epilobium saximontanum,Epilobium saximontanum,current,Onagraceae,3.dicot,,native,,,1,,,1,1,,,1,1,,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",1,1,2005,"Colwell, Alison",2005,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,Bond Pass,pl_1,,,"Taylor, CCH: 1 voucher from near Bond Pass - that was collected on the trip I was on (YOSE117012 )",,,,,,,,,vouchers not in database-recent vouchers only,,2005,2005,1
Epilobium torreyi,Epilobium torreyi,current,Onagraceae,3.dicot,,native,,,,,,,1,,1,1,1,,"not in iNat, but occurs in park","not on parks list, but occurs in park","add, voucher found in CCH download",4,3,1902,"Hall, Harvey Monroe",2006,,,,,,,,,in Symbiota,,,,,,,,,,,,,,,,,,,,,
Gayophytum decipiens,Gayophytum decipiens,current,Onagraceae,3.dicot,,native,,,1,,,1,1,,1,,1,,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",3,2,1935,"Schreiber, Beryl O.",1941,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,upper montane,pl_1,,,"Taylor, CCH: 3 vouchers from different locations all before 1940",,,,,,,,,vouchers not in database-old vouchers only,,1935,1941,3
Gayophytum diffusum,Gayophytum diffusum,current,Onagraceae,3.dicot,,native,14,52,1,1,1,1,1,1,1,1,1,,retain observation,retain on list,retain voucher,40,23,1863,"Brewer, William Henry",2010,lizzywenk,7/2/2014,tombomb,9/24/2023,2014,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Gayophytum eriospermum,Gayophytum eriospermum,current,Onagraceae,3.dicot,,native,,5,1,1,,1,1,,1,,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,3,3,1910,"Hutchinson, Miss",1959,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,"montane, especially south of Glacier Point",v_3,correct-old_vouchers_only,"CCH: 3 old vouchers, including Sharsmith at Turner Mdw",,,,,,,,,,,,1910,1959,3
Gayophytum heterozygum,Gayophytum heterozygum,current,Onagraceae,3.dicot,,native,,,1,1,,1,1,,1,1,1,,"not in iNat, but occurs in park",retain on list,retain voucher,14,9,1907,"King, M Alice",2009,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Gayophytum humile,Gayophytum humile,current,Onagraceae,3.dicot,,native,,4,1,1,,1,1,,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,10,7,1936,"Lee, Edward",2017,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Gayophytum racemosum,Gayophytum racemosum,current,Onagraceae,3.dicot,,native,,,1,1,,1,1,,1,,1,,"not in iNat, but occurs in park",retain on list,retain voucher,11,9,1923,"Munz, Philip Alexander",1961,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,"Tuolumne, eastern boundary",v_3,correct-old_vouchers_only,,,,,,,,,,,,,1923,1961,9
Gayophytum ramosissimum,Gayophytum ramosissimum,current,Onagraceae,3.dicot,,native,,,1,1,,1,1,,1,,1,,"not in iNat, but occurs in park",retain on list,retain voucher,7,4,1878,"Ford, Henry Chapman",1939,,,,,,,,,in Symbiota,,,disagree_with_has_voucher&parks_list,,v_1,taxonomic_mismatch_probably,"a few CCH2 observations, but all pre-1940; list in Taylor as present",,,,,"scattered observations throughout the western US, but none west of Sierra Crest; and now doubting mine too",,,,taxonomic_mismatch,,,1878,1939,8
Ludwigia palustris,Ludwigia palustris,current,Onagraceae,3.dicot,,native,,,1,,,1,1,,,1,1,,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",2,1,2006,"Grossenbacher, Dena",2006,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,Poopenaut,pl_1,,,"Taylor, CCH: Collections from north side Poopenaut Valley",,,,,,,,,vouchers not in database-recent vouchers only,,2006,2006,2
Oenothera biennis,Oenothera biennis,current,Onagraceae,3.dicot,,N/A,,,,1,,,,,1,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park","remove, taxonomic mismatch",1,1,1913,"Kennedy, P. B.",1913,,,,,,,,,,,,disagree_with_has_voucher&parks_list,,v_2,taxonomic_mismatch,CCH: 1 voucher in UNR herbarium from 1913; not in Taylor,,,,,,,,,taxonomic_mismatch-wrong something,,,1913,1913,1
Oenothera elata,Oenothera elata,current,Onagraceae,3.dicot,,native,31,20,1,1,1,1,1,1,1,,1,,retain observation,retain on list,retain voucher,13,6,1891,"Coville, Frederick V.",1978,lincolndurey,8/19/2006,larkmcmillan,10/24/2023,2006,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,"Yosemite Valley, Tuolumne (1)",,,,,,,,,,,,,,,1891,1966,12
Oenothera lindheimeri,Oenothera lindheimeri,current,Onagraceae,3.dicot,,native,,2,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-needsID-remove,XX-iNat needs ID only,XX-iNat needs ID only,,,,,,,,,,,,,remove,,,,IGNORE-iNAT_needsID_that_is_wrong,,,,,,,,,,,both planted specimens,,,,,,,
Oenothera stricta,Oenothera stricta,current,Onagraceae,3.dicot,,,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-needsID-remove,XX-iNat needs ID only,XX-iNat needs ID only,,,,,,,,,,,,,remove-fixed,,,,IGNORE-iNAT_needsID_that_is_wrong,,,,,,,,,,https://www.inaturalist.org/observations/13903697,"maybe, but seems likely a different species same genus. Check just in case",Oenothera elata,,,,,,
Aphyllon californicum,Aphyllon californicum,current,Orobanchaceae,3.dicot,,native,1,,1,1,iNat-not-gbif,1,1,1,1,,1,,"retain, restricted license",retain on list,retain voucher,3,2,1939,"Mason, Herbert L.",1944,crystal143,8/19/2021,crystal143,8/19/2021,2021,2021,,,in Symbiota,restricted_license,,agree_with_has_voucher&YES_on_park_list,"Wawona, Miguel Meadow",v_2,correct-old_vouchers_only,CCH: old vouchers only; Taylor: has looked at vouchers,,,,,,,,,,,,1939,1944,4
Aphyllon corymbosum,Aphyllon corymbosum,current,Orobanchaceae,3.dicot,Orobanche corymbosa,native,2,,,1,1,,1,1,1,1,1,,retain observation,"not on parks list, but occurs in park",retain voucher,2,2,1936,"Lee, Edward",2014,cathychambers,8/18/2016,browngirlbiologist,9/19/2022,2016,2022,,,,,,agree_with_has_voucher&NOT_on_park_list,,,,,,,,,,,,,,,,,,
Aphyllon epigalium,Aphyllon epigalium,current,Orobanchaceae,3.dicot,Aphyllon fasciculatum (split from),native,3,,,,1,1,,1,,,1,,retain observation,"add, recent split","XX-no voucher, but exists in park",,,,,,,,,,,,,,,,,agree-NEW NAME-no vouchers or park list,,in_1,recent split,,,data error (database issue),synonym issue,multiple RG observations in iNat; First published in Madro̱o 64: 100 (2017),,,,,,,recent split,N/A,N/A,
