accepted_name,scientific_name,taxonomic_status,family,broader,synonymy_notes,establishment_means,taxonID,count_RG,count_needs_id,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,final_list,iNat_needsID_only,iNat_outcome,iNat_outcome_detailed,parks_outcome,parks_outcome_detailed,voucher_outcome,voucher_outcome_detailed,voucher_obs,voucher_obs_to_1990,voucher_obs_coord,year_first_voucher,year_last_voucher,date_first_iNat_obs,date_last_iNat_obs,first_voucher_collector,first_iNat_observer,last_iNat_observer,year_first_iNat,year_last_iNat,vouchers_from_gbif_only,iNat_needs_ID_only_verdict,Symbiota,iNat_missing_in_gbif,use_as_example,voucher_parklist_notes,iNat_notes,range_notes,voucher_links,species added during manual voucher searches,iNat_needsID_only_notes,iNat_needsID_only_notes2,taxonomic_concerns,synonyms_from_CCH
Salix prolixa,Salix prolixa,accepted,Salicaceae,3.dicot,,native,https://www.inaturalist.org/taxa/78952,,,1,1,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,8,8,4,1897,1956,,,"Congdon, Joseph Whipple",,,,,,,in Symbiota,,,"lots CCH vouchers through 1928, then nothing,",,,,,,,,Salix cordata; Salix mackenziana
Salix scouleriana,Salix scouleriana,accepted,Salicaceae,3.dicot,,native,https://www.inaturalist.org/taxa/71076,1,7,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,19,18,7,1888,2005,7/12/2020,7/12/2020,"Congdon, Joseph Whipple",pemoore,pemoore,2020,2020,,,in Symbiota,,,,,,,,,,,
Arceuthobium abietinum,Arceuthobium abietinum,accepted,Santalaceae,3.dicot,,native,https://www.inaturalist.org/taxa/158553,6,1,1,,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",2,1,1,1919,2004,7/31/2018,9/15/2023,"Clemens, Mrs. Joseph",catchang,cwbarrows,2018,2023,,,,,,,big cluster of observations near Tuolumne Grove; also others,,,"add, found during search of CCH2 for species in iNat, parks list",,,,
Arceuthobium americanum,Arceuthobium americanum,accepted,Santalaceae,3.dicot,,native,https://www.inaturalist.org/taxa/48935,,1,1,1,,1,1,,1,1,1,possibly valid needs ID,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,14,13,5,1866,2009,,,"Bolander, Henry Nicholas",,,,,,,in Symbiota,,,,,,,,,,,
Arceuthobium californicum,Arceuthobium californicum,accepted,Santalaceae,3.dicot,,native,https://www.inaturalist.org/taxa/158556,,,1,,,1,,,,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain because vouchers for species are close to the park,retain because vouchers for species are close to the park,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,,,,,,,,,,,,,"Taylor, CCH: Scattered vouchers from multiple locations",,various,,,,,,
Arceuthobium campylopodum,Arceuthobium campylopodum,accepted,Santalaceae,3.dicot,,native,https://www.inaturalist.org/taxa/55422,7,6,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,17,16,7,1866,2008,6/2/2021,9/10/2023,"Bolander, Henry Nicholas",mylan,kristymorrow,2021,2023,2008 in gbif,,in Symbiota,,,,,,,,,,,
Arceuthobium occidentale,Arceuthobium occidentale,accepted,Santalaceae,3.dicot,lumped with Arceuthobium campylopodum in Jepson,native,https://www.inaturalist.org/taxa/918449,,,1,,,1,,,,,1,,XX-not in graphics,"XX-not in iNat, not in protected area",retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,,,,,,,,,,,,,"some combination of taxonomic issue & range - species lumped in Jepson; but in CCH, those that are occidentale are all much lower; in Botti called common on Pinus sabiniana; CCH: quite a few Yosemite vouchers under Arceuthobium campylopodum; Taylor: in park, under both names",,"Crane Flat, Arch Rock, western boundary",,,,,,
Comandra umbellata,Comandra umbellata,accepted,Santalaceae,3.dicot,,native,https://www.inaturalist.org/taxa/59991,18,14,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,18,18,10,1863,1936,6/14/2014,6/24/2023,"Brewer, William Henry",lizzywenk,birdingman,2014,2023,,,in Symbiota,,,,,,,,,,,Comandra umbellata ssp. californica; Comandra umbellata subsp. californica; Comandra umbellata var. pallida
Phoradendron bolleanum,Phoradendron bolleanum,accepted,Santalaceae,3.dicot,Phoradendron densum,native,https://www.inaturalist.org/taxa/78558,,,,1,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area","retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",retain exact name,retain exact name,1,1,1,1969,1969,,,"Weber, Wallace A.",,,,,,,in Symbiota,,,"2 CCH2 vouchers in Yosemite, from 1969 and recent (Dean Taylor)",,should exist in Yosemite,,,,,,
Phoradendron bolleanum,Phoradendron densum,synonym,Santalaceae,3.dicot,Phoradendron bolleanum,N/A,https://www.inaturalist.org/taxa/78558,,,1,,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,1969,1969,,,,,,,,,,,,,"wrong range for original name - per Taylor, no regional vouchers",,Coast Range and deserts,,,,,,
Phoradendron californicum,Phoradendron californicum,accepted,Santalaceae,3.dicot,,N/A,https://www.inaturalist.org/taxa/78559,,,,1,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",geographic error,"remove, coordinates erroneously inside protected area",,,,,,,,,,,,,gbif_vouchers_only,,,,,"2 gbif vouchers that both reference ""Big Maria Mountains, Riverside County"" - I think there is an autolookup tool that places all of these in Yosemite",,desert species,https://www.gbif.org/occurrence/4073847257,,,,,
Phoradendron juniperinum,Phoradendron juniperinum,accepted,Santalaceae,3.dicot,,native,https://www.inaturalist.org/taxa/58341,2,4,1,1,iNat-not-gbif,1,1,1,1,,1,,"retain, restricted license","retain, but restricted license",retain exact name,retain exact name,retain exact name,retain exact name,6,6,1,1888,1973,7/3/2022,10/3/2023,"Congdon, Joseph Whipple",anton_clifford,susanspam,2022,2023,,,in Symbiota,restricted_license,,,,,,,,,,
Phoradendron leucarpum,Phoradendron leucarpum,accepted,Santalaceae,3.dicot,,native,https://www.inaturalist.org/taxa/49668,1,8,,1,1,,1,1,1,1,1,,retain exact name,retain exact name,XX-not in graphics,"XX-not on parks list, but occurs in protected area",retain exact name,retain exact name,2,1,2,1887,2008,4/30/2009,4/30/2009,"Blakley, E. R.",sea-kangaroo,sea-kangaroo,2009,2009,,,,,,CCH: multiple old vouchers and one recent voucher,,,,,,,,Phoradendron leucarpum subsp. tomentosum; Phoradendron serotinum subsp. tomentosum
Phoradendron libocedri,Phoradendron libocedri,accepted,Santalaceae,3.dicot,Phoradendron juniperinum,native,https://www.inaturalist.org/taxa/1286726,,1,1,,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",1,1,1,1923,1923,,,"Mason, Herbert L.",,,,,,,,,,CCH: multiple vouchers through 1973,,various,,"add, found during search of CCH2 for species in iNat, parks list",,,,
Phoradendron pauciflorum,Phoradendron pauciflorum,accepted,Santalaceae,3.dicot,Phoradendron bolleanum,native,https://www.inaturalist.org/taxa/362759,,,1,1,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,2,1,2,1969,2002,,,"Cooke, John C.",,,,,,,,,,added voucher from 1969 in gbif,,,https://www.gbif.org/occurrence/2618311515,,,,,
Phoradendron villosum,Phoradendron villosum,accepted,Santalaceae,3.dicot,,native,https://www.inaturalist.org/taxa/343310,1,23,1,1,iNat-not-gbif,1,1,1,1,,1,,"retain, restricted license","retain, but restricted license",retain exact name,retain exact name,retain exact name,retain exact name,6,6,3,1922,1944,3/3/2020,3/3/2020,"Hunnewell, F. W.",rhondaridley,rhondaridley,2020,2020,,,in Symbiota,restricted_license,,CCH: multiple old + 1 new voucher along western park boundary,,,,,,,,
Viscum album,Viscum album,accepted,Santalaceae,3.dicot,,N/A,https://www.inaturalist.org/taxa/57512,1,,,,1,,,x,,,,,identification error,"remove, incorrect identification",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-no voucher, not in protected area",,,,,,,,,,,,,,,,,,,"2 RG observations near Wawona, neither zoomed in and not sure how they'd know they have a rare European invasive instead of common California Phoradendron; neither observer Californian and second ID person from Europe - as in they might just say, ""sure, that is the only mistletoe"" without looking at the location",,,,,,,
Acer circinatum,Acer circinatum,accepted,Sapindaceae,3.dicot,,native,https://www.inaturalist.org/taxa/48258,10,4,,1,1,,1,1,,1,1,,retain exact name,retain exact name,XX-not in graphics,"XX-not on parks list, but occurs in protected area",retain exact name,retain exact name,1,,1,2010,2010,9/12/2020,11/13/2023,"Taylor, Dean William",gculot,kurtrademacher,2020,2023,,,,,,,,,,,,,,
Acer glabrum,Acer glabrum,accepted,Sapindaceae,3.dicot,,native,https://www.inaturalist.org/taxa/63078,11,7,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,27,24,13,1866,2009,9/29/2007,9/16/2023,"Bolander, Henry Nicholas",ouzel,cwbarrows,2007,2023,,,in Symbiota,,,,,,,,,,,Acer glabrum subsp. torreyi; Acer glabrum var. diffusum; Acer glabrum var. glabrum; Acer glabrum var. torreyi
Acer macrophyllum,Acer macrophyllum,accepted,Sapindaceae,3.dicot,,native,https://www.inaturalist.org/taxa/48227,276,21,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,13,13,9,1880,1960,9/30/2007,11/24/2023,"Cleveland, Daniel",ouzel,plbuttercup,2007,2023,,,in Symbiota,,,,,,,,,,,
Acer platanoides,Acer platanoides,accepted,Sapindaceae,3.dicot,,,https://www.inaturalist.org/taxa/54763,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove-fixed,,,,,,,https://www.inaturalist.org/observations/130109940,,"almost 100% certainly a misID, was a CV suggestion from two years ago (species no longer suggested by CV for this observation)",Acer macrophyllum,,
Acer saccharinum,Acer saccharinum,accepted,Sapindaceae,3.dicot,,,https://www.inaturalist.org/taxa/54762,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove-fixed,,,,,,,https://www.inaturalist.org/observations/169456247,,"maybe, but seems likely a different species same genus. Check just in case",Acer macrophyllum,,
Acer saccharum,Acer saccharum,accepted,Sapindaceae,3.dicot,,,https://www.inaturalist.org/taxa/52543,,2,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove-fixed,,,,,,,https://www.inaturalist.org/observations/129889933; https://www.inaturalist.org/observations/188283456,,"maybe planted, but check",Acer macrophyllum,,
Aesculus californica,Aesculus californica,accepted,Sapindaceae,3.dicot,,native,https://www.inaturalist.org/taxa/53348,18,,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,4,4,3,1895,1962,7/9/2011,10/12/2023,"Perkins, Albert J.",chriswbrown,echocreek,2011,2023,,,in Symbiota,,,,,"Yosemite Valley, Arch Rock",,,,,,
Bolandra californica,Bolandra californica,accepted,Saxifragaceae,3.dicot,,native,https://www.inaturalist.org/taxa/75838,13,,1,1,obscured,1,1,1,1,1,1,,databasing discrepancy,"add, observations lost due to auto-obscured coordinates",retain exact name,retain exact name,retain exact name,retain exact name,55,54,29,1866,2007,8/5/2010,9/6/2023,"Bolander, Henry Nicholas",matsonburger,thomastaylor1,2010,2023,,,in Symbiota,geoprivate_by_iNat,,,,13 observations in the park (including 7 of mine),,,,,,
Boykinia major,Boykinia major,accepted,Saxifragaceae,3.dicot,,native,https://www.inaturalist.org/taxa/75862,7,4,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,28,26,15,1866,2004,7/3/2014,9/11/2023,"Bolander, Henry Nicholas",lizzywenk,ferngirltlc,2014,2023,,,in Symbiota,,,,,,,,,,,
Boykinia rotundifolia,Boykinia rotundifolia,accepted,Saxifragaceae,3.dicot,,N/A,https://www.inaturalist.org/taxa/75863,,,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside protected area or missing coordinates' found, but rejected due to 'incorrect identification'; not in protected area",1,1,,,,,,"Dobbs, Raymond J.",,,,,,,,,,,,,,,,,,
Brewerimitella breweri,Brewerimitella breweri,accepted,Saxifragaceae,3.dicot,Mitella breweri,native,https://www.inaturalist.org/taxa/1424142,10,6,,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,"retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",retain exact name,retain exact name,47,44,20,1863,2006,6/14/2019,7/4/2022,"Brewer, William Henry",danimal,rangerwild,2019,2022,,,in Symbiota,,,,,throughout,,,,,,Mitella breweri; Pectiantia breweri
Brewerimitella breweri,Mitella breweri,synonym,Saxifragaceae,3.dicot,Brewerimitella breweri,native,https://www.inaturalist.org/taxa/1424142,,,1,,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,1863,2006,6/14/2019,7/4/2022,,danimal,rangerwild,2019,2022,,,,,,,,,,,,,,
Darmera peltata,Darmera peltata,accepted,Saxifragaceae,3.dicot,,native,https://www.inaturalist.org/taxa/67696,51,6,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,15,15,4,1866,1959,7/17/2013,10/13/2023,"Bolander, Henry Nicholas",ramundo,courtney548,2013,2023,,,in Symbiota,,,,,,,,,,,Peltiphyllum peltatum
Heuchera americana,Heuchera americana,accepted,Saxifragaceae,3.dicot,,,https://www.inaturalist.org/taxa/127487,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove-fixed,,,,,,,https://www.inaturalist.org/observations/140183059,,wrong ID from CV suggestion,Heuchera rubescens,,
Heuchera merriamii,Heuchera merriamii,accepted,Saxifragaceae,3.dicot,,out-of-range,https://www.inaturalist.org/taxa/772231,,,1,,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",databasing discrepancy,"remove, designated as 'False Report'",XX-not in graphics,"XX-no voucher, not in protected area",,,,,,,,,,,,,,,,,,"CCH, Taylor: no mention",,,,,,,,
Heuchera micrantha,Heuchera micrantha,accepted,Saxifragaceae,3.dicot,,native,https://www.inaturalist.org/taxa/51274,22,106,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,27,27,9,1863,1958,6/1/2007,8/27/2023,"Brewer, William Henry",wildlander,tom_sinisi,2007,2023,,,in Symbiota,,,,,,,,,,,Heuchera micrantha var. erubescens
Heuchera rubescens,Heuchera rubescens,accepted,Saxifragaceae,3.dicot,,native,https://www.inaturalist.org/taxa/77408,21,56,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,60,58,26,1863,2017,7/31/2016,7/9/2023,"Brewer, William Henry",zenaida,sacramentofoodforest,2016,2023,,,in Symbiota,,,,,,,,,,,Heuchera caespitosa; Heuchera pringlei; Heuchera rubescens var. alpicola; Heuchera rubescens var. glandulosa; Heuchera rubescens var. rydbergiana
Lithophragma affine,Lithophragma affine,accepted,Saxifragaceae,3.dicot,,native,https://www.inaturalist.org/taxa/50803,2,6,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,8,8,2,1911,1975,6/15/2014,5/26/2021,"Abrams, Le Roy",lizzywenk,rattman,2014,2021,,,in Symbiota,,,,,,,,,,,Lithophragma affinis; Tellima affinis
Lithophragma bolanderi,Lithophragma bolanderi,accepted,Saxifragaceae,3.dicot,,native,https://www.inaturalist.org/taxa/77787,6,25,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,18,17,7,1902,2006,5/31/2007,6/20/2023,"Bacon, Mrs. D. G.",wildlander,mollyandkona,2007,2023,,,in Symbiota,,,,,,,,,,,Lithophragma scabrella
Lithophragma glabrum,Lithophragma glabrum,accepted,Saxifragaceae,3.dicot,,native,https://www.inaturalist.org/taxa/77789,1,18,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,11,10,7,1907,2005,6/26/2022,6/26/2022,"Eastwood, Alice",calochortus_goff,calochortus_goff,2022,2022,,,in Symbiota,,,,,,,,,,,Lithophragma bulbifera
Lithophragma heterophyllum,Lithophragma heterophyllum,accepted,Saxifragaceae,3.dicot,,native,https://www.inaturalist.org/taxa/53124,4,11,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,2,1,1,1943,2006,5/12/2019,6/22/2022,"Sharsmith, Carl W.",meldel,erin_galbraith,2019,2022,,,in Symbiota,,Taylor claims misapplied,"**Taylor claims misapplied**, but Grossenbacher voucher",,Hetch Hetchy,,,,,,Lithophragma heterophylla
Lithophragma parviflorum,Lithophragma parviflorum,accepted,Saxifragaceae,3.dicot,,native,https://www.inaturalist.org/taxa/77791,2,10,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,6,6,1,1897,1972,6/5/2019,5/7/2021,"Congdon, Joseph Whipple",rickwalks,kellyclack,2019,2021,,,in Symbiota,,,,,,,,,,,
Lithophragma tenellum,Lithophragma tenellum,accepted,Saxifragaceae,3.dicot,,N/A,https://www.inaturalist.org/taxa/77792,,,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside protected area or missing coordinates' found, but rejected due to 'untraced taxonomic error'; not in protected area",2,2,,,,,,"Congdon, Joseph Whipple",,,,,,,,,,,,,,,,,,Lithophragma tenella
