accepted_name,scientific_name,status,family,broader,synonym_matches,establishment_means,count_RG,count_needs_id,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,final_list,possibly_valid_needs_ID,iNat_outcome,parks_outcome,voucher_outcome,voucher_obs,voucher_obs_coord,year_first,first_observer,year_last,iNat_needs_ID_only_verdict,symbiota,voucher_notes,iNat_notes,parklist_notes
Lomatium nevadense,Lomatium nevadense,current,Apiaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",4,2,1897,"Congdon, Joseph Whipple",1941,NA,in Symbiota,NA,NA,"iNat: my two observations from NF San Joaquin, just outside park (2019, 2023); Taylor: Ottoway Lake voucher (not in CCH); CCH: Lyell Fork Merced voucher"
Lomatium torreyi,Lomatium torreyi,current,Apiaceae,3.dicot,NA,native,2,12,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,17,12,1896,"Jepson, Willis L.",2011,NA,in Symbiota,NA,NA,NA
Lomatium utriculatum,Lomatium utriculatum,current,Apiaceae,3.dicot,NA,native,5,10,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,5,3,1911,"Jepson, Willis L.",1938,NA,in Symbiota,NA,NA,NA
Osmorhiza berteroi,Osmorhiza berteroi,current,Apiaceae,3.dicot,Osmorhiza chilensis,native,2,18,NA,1,iNat-not-gbif,1,1,1,1,1,1,NA,"retain, restricted license","retain, synonym",retain voucher,15,8,1910,"Hutchinson, Miss",2007,NA,in Symbiota,"lots needsID, 1 RG observation; hard to ID",NA,NA
Osmorhiza brachypoda,Osmorhiza brachypoda,current,Apiaceae,3.dicot,NA,native,6,1,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,7,4,1902,"Hall, Harvey Monroe",1944,NA,in Symbiota,NA,NA,NA
Osmorhiza occidentalis,Osmorhiza occidentalis,current,Apiaceae,3.dicot,NA,native,2,1,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,4,2,1911,"Jepson, Willis L.",1993,NA,in Symbiota,NA,NA,NA
Oxypolis occidentalis,Oxypolis occidentalis,current,Apiaceae,3.dicot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,11,6,1895,"Congdon, Joseph Whipple",2004,NA,in Symbiota,"several CCH2 observations, old and new",NA,NA
Perideridia bolanderi,Perideridia bolanderi,current,Apiaceae,3.dicot,NA,native,1,3,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,23,11,1890,"Congdon, Joseph Whipple",2009,NA,in Symbiota,NA,NA,NA
Perideridia howellii,Perideridia howellii,current,Apiaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",1,NA,1896,"Congdon, Joseph Whipple",1896,NA,in Symbiota,NA,NA,"Taylor: lists 2 vouchers in 2 different herbaria, but in CCH only a few ambiguous Congdon records with name; almost no iNat observations (and all far away), but valid name according to POWO without new synonyms"
Perideridia lemmonii,Perideridia lemmonii,current,Apiaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",11,8,1911,"Jepson, Willis L.",2007,NA,in Symbiota,NA,NA,CCH: vouchers from multiple locations; old & new
Perideridia parishii,Perideridia parishii,current,Apiaceae,3.dicot,NA,native,2,9,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,42,31,1900,Reynolds,2021,NA,in Symbiota,NA,NA,NA
Podistera nevadensis,Podistera nevadensis,current,Apiaceae,3.dicot,NA,native,13,1,1,1,obscured,1,1,1,1,1,1,NA,"add, auto-obscured coordinates",retain on list,retain voucher,35,24,1863,"Brewer, William Henry",2016,NA,in Symbiota,NA,NA,NA
Sanicula bipinnata,Sanicula bipinnata,current,Apiaceae,3.dicot,NA,native,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,"retain, new native record","not on parks list, but occurs in park","XX-no voucher, but exists in park",NA,NA,NA,NA,NA,NA,NA,NA,"1 RG observation in iNat (Wawona), by pair of experts",NA
Sanicula bipinnatifida,Sanicula bipinnatifida,current,Apiaceae,3.dicot,NA,native,NA,1,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",1,NA,1924,"Jepson, Willis L.",1924,NA,in Symbiota,NA,NA,"CCH: no vouchers from Yosemite, species at lower elevation; Taylor, indicates 1 Jepson voucher from Hodgdon Mdw, but not in CCH"
Sanicula graveolens,Sanicula graveolens,current,Apiaceae,3.dicot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,3,2,1888,"Congdon, Joseph Whipple",2005,NA,in Symbiota,"several CCH2, including very early collections and recent one; putting 1860 as placeholder for Bolander collection",NA,NA
Sanicula tuberosa,Sanicula tuberosa,current,Apiaceae,3.dicot,NA,native,3,7,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,7,5,1924,"Jepson, Willis L.",2006,NA,in Symbiota,NA,NA,NA
Tauschia hartwegii,Tauschia hartwegii,current,Apiaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,"XX-not in iNat, maybe in park","retain, nearby voucher","XX-no voucher, maybe in park",NA,NA,NA,NA,NA,NA,in Symbiota,NA,NA,"CCH, Taylor: vouchers all west of Yosemite; iNat: generally low elevation species, but includes some near El Portal"
Torilis arvensis,Torilis arvensis,current,Apiaceae,3.dicot,NA,invasive,1,3,NA,1,1,NA,1,1,NA,1,1,NA,retain observation,"not on parks list, but occurs in park",retain voucher,1,1,2009,"Taylor, Dean William",2009,NA,NA,"CCH:  recent vouchers from Colwell and Taylor, Hetch Hetchy and just outside park at El Portal",NA,NA
Torilis nodosa,Torilis nodosa,current,Apiaceae,3.dicot,NA,invasive,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",2,2,2003,"Coulter, Charlotte",2005,NA,in Symbiota,NA,NA,CCH: several recent + 1 old voucher
Yabea microcarpa,Yabea microcarpa,current,Apiaceae,3.dicot,NA,native,NA,1,1,1,NA,1,1,NA,1,NA,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,2,1,1926,"Bacigalupi, Rimo C.",1944,NA,in Symbiota,CCH: 2 old vouchers,NA,NA
Apocynum androsaemifolium,Apocynum androsaemifolium,current,Apocynaceae,3.dicot,Apocynum floribundum (in part),native,83,34,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,37,18,1878,"Ford, Henry Chapman",2014,NA,in Symbiota,NA,NA,NA
Apocynum cannabinum,Apocynum cannabinum,current,Apocynaceae,3.dicot,NA,native,16,9,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,14,8,1863,"Brewer, William Henry",2004,NA,in Symbiota,NA,NA,NA
Asclepias cordifolia,Asclepias cordifolia,current,Apocynaceae,3.dicot,NA,native,215,1,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,31,16,1872,"Torrey, John",2014,NA,in Symbiota,NA,NA,NA
Asclepias fascicularis,Asclepias fascicularis,current,Apocynaceae,3.dicot,NA,native,16,3,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,11,6,1908,"Smith, R. J.",2008,NA,in Symbiota,NA,NA,NA
Asclepias speciosa,Asclepias speciosa,current,Apocynaceae,3.dicot,NA,native,458,25,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,23,14,1902,"Bacon, Mrs. D. G.",2021,NA,in Symbiota,NA,NA,NA
Vinca major,Vinca major,current,Apocynaceae,3.dicot,NA,invasive,14,1,1,1,1,1,1,1,NA,1,1,NA,retain observation,retain on list,retain voucher,1,1,2010,"Taylor, Dean William",2010,NA,in Symbiota,NA,NA,NA
Hedera helix subsp. helix,Hedera helix,current,Araliaceae,3.dicot,NA,invasive,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,"not in iNat, but occurs in park","not on parks list, but occurs in park","add, voucher found in CCH download",1,1,2010,"Taylor, Dean William",2010,NA,NA,NA,NA,NA
Asarum hartwegii,Asarum hartwegii,current,Aristolochiaceae,3.dicot,NA,native,192,25,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,37,13,1880,"Cleveland, Daniel",1972,NA,in Symbiota,NA,NA,NA
Asarum lemmonii,Asarum lemmonii,current,Aristolochiaceae,3.dicot,NA,native,14,2,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,16,4,1894,"Tompkins, Mrs. Z.",2007,NA,in Symbiota,NA,NA,NA
Achillea millefolium,Achillea millefolium,current,Asteraceae,3.dicot,NA,native,266,35,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,49,27,1863,"Brewer, William Henry",2011,NA,in Symbiota,NA,NA,NA
Adeia whitneyi,Adeia whitneyi,current,Asteraceae,3.dicot,Hazardia whitneyi,native,NA,NA,NA,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park","retain, synonym",retain voucher,31,13,1889,"Congdon, Joseph Whipple",2007,NA,in Symbiota,"brand new name, not yet in Jepson or iNat; previously Hazardia whitneyi; just updated needs_ID to RG",NA,NA
Adenocaulon bicolor,Adenocaulon bicolor,current,Asteraceae,3.dicot,NA,native,52,NA,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,18,13,1878,"Ford, Henry Chapman",1999,NA,in Symbiota,NA,NA,NA
Ageratina occidentalis,Ageratina occidentalis,current,Asteraceae,3.dicot,NA,native,28,4,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,23,13,1864,State Survey,1991,NA,in Symbiota,NA,NA,NA
Agnorhiza elata,Agnorhiza elata,current,Asteraceae,3.dicot,Wyethia elata,native,NA,NA,1,1,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,6,3,1866,"Bolander, Henry Nicholas",1959,NA,in Symbiota,"only reliable voucher from Wawona 1959, but well above normal range for this foothill species",NA,NA
Agoseris aurantiaca,Agoseris aurantiaca,current,Asteraceae,3.dicot,NA,native,5,3,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,10,5,1894,"Congdon, Joseph Whipple",1974,NA,in Symbiota,NA,NA,NA
Agoseris elata,Agoseris elata,current,Asteraceae,3.dicot,"Agoseris laciniata, Agoseris x elata, Agoseris grandiflora var. laciniata",native,NA,NA,1,1,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,8,4,1890,"Congdon, Joseph Whipple",1944,NA,in Symbiota,"CCH2 vouchers from prominent botanists and across park in common locations - Hetch Hetchy, Tenaya Lake, Mt Data (Sharsmith); usually as Agoseris x elata, but all pre-1944; from Jepson: ""Uncommon and confusing sp. of hybrid origin, the California populations involving Agoseris aurantiaca × Agoseris grandiflora and/or Agoseris monticola. """,NA,NA
Agoseris glauca,Agoseris glauca,current,Asteraceae,3.dicot,"Agoseris monticola, Agoseris parviflora (split)",native,NA,26,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,3,2,1894,"Congdon, Joseph Whipple",2007,NA,NA,"retaining for now, but I think all Sierra plants now under Agoseris monticola and Agoseris parviflora",NA,NA
Agoseris grandiflora,Agoseris grandiflora,current,Asteraceae,3.dicot,NA,native,NA,11,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",5,1,1896,"Jepson, Willis L.",1984,NA,in Symbiota,NA,NA,"CCH: scattered vouchers through 1984, then none more recently"
Agoseris heterophylla,Agoseris heterophylla,current,Asteraceae,3.dicot,NA,native,1,4,1,1,iNat-not-gbif,1,1,1,1,1,1,NA,"retain, restricted license",retain on list,retain voucher,15,6,1866,unknown,2010,NA,in Symbiota,NA,NA,NA
Agoseris monticola,Agoseris monticola,current,Asteraceae,3.dicot,Agoseris glauca var. monticola,native,NA,4,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,18,12,1907,"Eastwood, Alice",2010,NA,in Symbiota,NA,NA,NA
Agoseris parviflora,Agoseris parviflora,current,Asteraceae,3.dicot,Agoseris glauca var. parviflora,native,NA,6,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",6,2,1926,"Dobbs, Raymond J.",1942,synonym,in Symbiota,NA,NA,NA
Agoseris retrorsa,Agoseris retrorsa,current,Asteraceae,3.dicot,NA,native,11,26,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,15,3,1885,"Congdon, Joseph Whipple",1984,NA,in Symbiota,NA,NA,NA
Anaphalis margaritacea,Anaphalis margaritacea,current,Asteraceae,3.dicot,NA,native,88,31,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,40,16,1894,"Lembert, J. B.",1998,NA,in Symbiota,NA,NA,NA
Antennaria argentea,Antennaria argentea,current,Asteraceae,3.dicot,NA,native,1,1,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,20,3,1874,unknown,2010,NA,in Symbiota,NA,NA,NA
Antennaria corymbosa,Antennaria corymbosa,current,Asteraceae,3.dicot,NA,native,2,1,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,31,23,1875,"McLean, F. P.",2012,NA,in Symbiota,NA,NA,NA
Antennaria media,Antennaria media,current,Asteraceae,3.dicot,Antennaria pulchella (in part); Antennaria alpina,native,2,3,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,62,43,1875,"McLean, F. P.",2017,NA,in Symbiota,NA,NA,NA
Antennaria rosea,Antennaria rosea,current,Asteraceae,3.dicot,NA,native,14,21,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,55,33,1880,"Cleveland, Daniel",2011,NA,in Symbiota,NA,NA,NA
Antennaria umbrinella,Antennaria umbrinella,current,Asteraceae,3.dicot,MAYBE misapplied to Antennaria pulchella,native,1,1,1,1,iNat-not-gbif,1,1,1,1,NA,1,NA,"retain, restricted license",retain on list,retain voucher,7,5,1922,"Michael, Enid",1967,NA,in Symbiota,"Taylor: name misapplied to Antennaria pulchella; umbrinella restricted to White Mtns; but since vouchers, Jepson, parks list, iNat all have specimens keeping for now",NA,NA
Anthemis cotula,Anthemis cotula,current,Asteraceae,3.dicot,NA,invasive,NA,1,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",4,2,1927,"Michael, Enid",1999,NA,in Symbiota,NA,NA,"CCH: a small number of old & recent vouchers, all at low elevations"
Arnica chamissonis,Arnica chamissonis,current,Asteraceae,3.dicot,NA,native,NA,NA,1,1,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,16,4,1885,"Congdon, Joseph Whipple",1972,NA,in Symbiota,"many CCH2 vouchers, scattered throughout park, although no YM records; most recent from Jim Shevock 1971",NA,NA
Arnica cordifolia,Arnica cordifolia,current,Asteraceae,3.dicot,NA,native,NA,9,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,16,11,1888,"Congdon, Joseph Whipple",2007,NA,in Symbiota,NA,NA,NA
Arnica dealbata,Arnica dealbata,current,Asteraceae,3.dicot,NA,native,NA,1,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,18,10,1863,"Brewer, William Henry",2007,NA,in Symbiota,NA,NA,NA
Arnica discoidea,Arnica discoidea,current,Asteraceae,3.dicot,NA,native,14,11,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,18,9,1885,"Congdon, Joseph Whipple",2007,NA,in Symbiota,NA,NA,NA
Arnica lanceolata,Arnica lanceolata,current,Asteraceae,3.dicot,NA,native,NA,3,1,1,NA,1,1,NA,1,NA,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,12,3,1889,"Chesnut, Victor K.; ; Drew, Elmer R.",1985,NA,in Symbiota,"CCH: vouchers clustered at top Vernal Fall, Artist Creek - Vernal Fall where multiple recent iNat observations as well",NA,NA
Arnica latifolia,Arnica latifolia,current,Asteraceae,3.dicot,NA,native,2,22,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,4,1,1888,"Congdon, Joseph Whipple",2006,NA,in Symbiota,NA,NA,NA
Arnica longifolia,Arnica longifolia,current,Asteraceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",10,5,1886,"Chesnut, Victor K.; ; Drew, Elmer R.",2007,NA,in Symbiota,NA,NA,"CCH, Taylor: many, many vouchers from park"
Arnica mollis,Arnica mollis,current,Asteraceae,3.dicot,NA,native,2,13,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,37,29,1894,"Congdon, Joseph Whipple",2007,NA,in Symbiota,NA,NA,NA
Arnica nevadensis,Arnica nevadensis,current,Asteraceae,3.dicot,NA,native,NA,3,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,26,13,1860,State Survey,2005,NA,in Symbiota,NA,NA,NA
Arnica ovata,Arnica ovata,current,Asteraceae,3.dicot,NA,native,NA,NA,1,1,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,10,4,1878,"Ford, Henry Chapman",1977,NA,in Symbiota,correct-old vouchers only,NA,NA
Arnica parryi,Arnica parryi,current,Asteraceae,3.dicot,Arnica sonnei,native,NA,1,1,1,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,4,1,1906,"Eastwood, Alice",1938,NA,in Symbiota,NA,NA,NA
Artemisia albicans,Artemisia albicans,current,Asteraceae,3.dicot,Sphaeromeria cana,native,NA,NA,NA,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park","retain, synonym",retain voucher,4,4,1898,"Congdon, Joseph Whipple",2012,NA,in Symbiota,a few very old and very recent vouchers from around Tioga Pass and Virginia Canyon,NA,NA
Artemisia arbuscula,Artemisia arbuscula,current,Asteraceae,3.dicot,NA,native,NA,4,1,NA,NA,1,NA,NA,1,1,1,NA,"XX-not in iNat, maybe in park","retain, nearby voucher","XX-taxonomic mismatch voucher found, not in park",2,2,1950,"Herkenham, N. B.",2021,NA,in Symbiota,NA,NA,1 1950 voucher from top of Bridalveil Fall - not where an eastside species would appear
Artemisia cana,Artemisia cana,current,Asteraceae,3.dicot,NA,native,NA,1,1,1,NA,1,NA,NA,1,NA,1,possibly valid needs ID,"not in iNat, but occurs in park","retain, nearby voucher","remove, mis-identification",1,1,1967,"Myrick, Donald",1967,NA,in Symbiota,doubtful-1 old voucher from middle of Tuolumne Meadows,NA,NA
Artemisia douglasiana,Artemisia douglasiana,current,Asteraceae,3.dicot,NA,native,49,22,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,8,4,1921,"Hall, Harvey Monroe",2006,NA,in Symbiota,NA,NA,NA
Artemisia dracunculus,Artemisia dracunculus,current,Asteraceae,3.dicot,NA,native,9,21,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,9,6,1909,"Jepson, Willis L.",2005,NA,in Symbiota,NA,NA,NA
Artemisia ludoviciana,Artemisia ludoviciana,current,Asteraceae,3.dicot,NA,native,5,17,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,16,9,1866,"Bolander, Henry Nicholas",2010,NA,in Symbiota,NA,NA,NA
Artemisia norvegica,Artemisia norvegica,current,Asteraceae,3.dicot,NA,native,3,2,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,30,17,1894,"Congdon, Joseph Whipple",2005,NA,in Symbiota,NA,NA,NA
Artemisia rothrockii,Artemisia rothrockii,current,Asteraceae,3.dicot,NA,native,4,1,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,31,17,1866,Geological Survey,1967,NA,in Symbiota,NA,NA,NA
Artemisia spiciformis,Artemisia spiciformis,current,Asteraceae,3.dicot,NA,native,NA,1,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,19,15,1924,"Hall, Harvey Monroe",2010,NA,in Symbiota,NA,NA,NA
Artemisia tridentata,Artemisia tridentata,current,Asteraceae,3.dicot,NA,native,7,25,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,30,23,1885,"Congdon, Joseph Whipple",2007,NA,in Symbiota,NA,NA,NA
Askellia pygmaea,Askellia pygmaea,current,Asteraceae,3.dicot,Crepis nana,native,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,"not in iNat, but occurs in park",retain on list,"XX-no voucher, but exists in park",NA,NA,NA,NA,NA,NA,in Symbiota,NA,NA,"many vouchers just east of the Crest, but really no observations/vouchers that cross the crest; Taylor: 1 Mason voucher from Excelsior Peak"
Baccharis pilularis,Baccharis pilularis,current,Asteraceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,"XX-not in iNat, not in park","retain, nearby voucher","XX-no voucher, maybe in park",NA,NA,NA,NA,NA,NA,in Symbiota,NA,NA,"iNat: mostly Coast Range, a very few in very low elevation Sierra CCH - no vouchers in area; Taylor: only mentions at very low elevation"
Balsamorhiza deltoidea,Balsamorhiza deltoidea,current,Asteraceae,3.dicot,NA,native,NA,1,1,1,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,7,3,1901,"Grant, George B.",1967,NA,in Symbiota,"1 iNat is Balsamorhiza sagittata; Taylor mentions the many Yosemite Valley and nearby vouchers, but they are all old",NA,NA
Balsamorhiza macrolepis,Balsamorhiza macrolepis,current,Asteraceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",2,NA,1911,"Hall, Harvey Monroe",1960,NA,in Symbiota,NA,NA,"CCH, Taylor: several vouchers from a little west of Foresta along Coulterville Road"
Balsamorhiza sagittata,Balsamorhiza sagittata,current,Asteraceae,3.dicot,Wyethia sagittata,native,4,9,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,1,1,1911,"Jepson, Willis L.",1911,NA,in Symbiota,NA,NA,NA
Bellis perennis,Bellis perennis,current,Asteraceae,3.dicot,NA,invasive,1,NA,NA,1,1,NA,1,1,NA,1,1,NA,retain observation,"not on parks list, but occurs in park",retain voucher,1,1,2010,"Taylor, Dean William",2010,NA,NA,"CCH: 2010 Taylor, Colwell voucher from Wawona; iNat valid from Yosemite Valley",NA,NA
Bidens cernua,Bidens cernua,current,Asteraceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"XX-not in iNat, not in park",retain on list,"add, voucher found during check",7,4,1868,"Kellogg, Dr. A.",2007,NA,in Symbiota,NA,NA,iNat: Hawaii!; Taylor: not in Taylor
