scientific_name_author,scientific_name,infrataxa,family,broader,establishment_means
Asplenium australasicum (J.Sm.) Hook.,Asplenium australasicum,,Aspleniaceae,1.ferns/primitive,native
Asplenium flabellifolium Cav.,Asplenium flabellifolium,,Aspleniaceae,1.ferns/primitive,native
Asplenium polyodon G.Forst.,Asplenium polyodon,,Aspleniaceae,1.ferns/primitive,native
Blechnum ambiguum (C.Presl) Kaulf. ex C.Chr.,Blechnum ambiguum,,Blechnaceae,1.ferns/primitive,native
Blechnum camfieldii Tindale,Blechnum camfieldii,,Blechnaceae,1.ferns/primitive,native
Blechnum minus (R.Br.) Ettingsh.,Blechnum minus,,Blechnaceae,1.ferns/primitive,native
Blechnum nudum (Labill.) Mett. ex Luerss.,Blechnum nudum,,Blechnaceae,1.ferns/primitive,native
Blechnum patersonii (R.Br.) Mett.,Blechnum patersonii,,Blechnaceae,1.ferns/primitive,native
Blechnum wattsii Tindale,Blechnum wattsii,,Blechnaceae,1.ferns/primitive,native
Doodia aspera R.Br.,Doodia aspera,,Blechnaceae,1.ferns/primitive,native
Doodia caudata (Cav.) R.Br.,Doodia caudata,,Blechnaceae,1.ferns/primitive,native
Oceaniopteris cartilaginea (Sw.) Gasper & Salino,Oceaniopteris cartilaginea,,Blechnaceae,1.ferns/primitive,native
"Telmatoblechnum indicum (Burm.f.) Perrie, D.J.Ohlsen & Brownsey",Telmatoblechnum indicum,,Blechnaceae,1.ferns/primitive,native
Cyathea australis (R.Br.) Domin,Cyathea australis,,Cyatheaceae,1.ferns/primitive,native
Sphaeropteris australis (C.Presl) R.M.Tryon,Sphaeropteris australis,,Cyatheaceae,1.ferns/primitive,native
Sphaeropteris cooperi (Hook. ex F.Muell.) R.M.Tryon,Sphaeropteris cooperi,,Cyatheaceae,1.ferns/primitive,native
Davallia solida (G.Forst.) Sw.,Davallia solida,var. pyxidata,Davalliaceae,1.ferns/primitive,native
Dennstaedtia davallioides (R.Br.) T.Moore,Dennstaedtia davallioides,,Dennstaedtiaceae,1.ferns/primitive,native
Histiopteris incisa (Thunb.) J.Sm.,Histiopteris incisa,,Dennstaedtiaceae,1.ferns/primitive,native
Hypolepis glandulifera Brownsey & Chinnock,Hypolepis glandulifera,,Dennstaedtiaceae,1.ferns/primitive,native
Hypolepis muelleri N.A.Wakef.,Hypolepis muelleri,,Dennstaedtiaceae,1.ferns/primitive,native
Pteridium esculentum (G.Forst.) Cockayne,Pteridium esculentum,,Dennstaedtiaceae,1.ferns/primitive,native
Calochlaena dubia (R.Br.) M.D.Turner & R.A.White,Calochlaena dubia,,Dicksoniaceae,1.ferns/primitive,native
Lastreopsis decomposita (R.Br.) Tindale,Lastreopsis decomposita,,Dryopteridaceae,1.ferns/primitive,native
"Parapolystichum acuminatum (Houlston) Labiak, Sundue & R.C.Moran",Parapolystichum acuminatum,,Dryopteridaceae,1.ferns/primitive,native
"Parapolystichum microsorum (Endl.) Labiak, Sundue & R.C.Moran",Parapolystichum microsorum,,Dryopteridaceae,1.ferns/primitive,native
Polystichum australiense Tindale,Polystichum australiense,,Dryopteridaceae,1.ferns/primitive,native
Polystichum proliferum (R.Br.) C.Presl,Polystichum proliferum,,Dryopteridaceae,1.ferns/primitive,native
Dicranopteris linearis (Burm.f.) Underw.,Dicranopteris linearis,var. linearis,Gleicheniaceae,1.ferns/primitive,native
Gleichenia dicarpa R.Br.,Gleichenia dicarpa,,Gleicheniaceae,1.ferns/primitive,native
Gleichenia microphylla R.Br.,Gleichenia microphylla,,Gleicheniaceae,1.ferns/primitive,native
Gleichenia rupestris R.Br.,Gleichenia rupestris,,Gleicheniaceae,1.ferns/primitive,native
Sticherus flabellatus (R.Br.) H.St.John,Sticherus flabellatus,var. flabellatus,Gleicheniaceae,1.ferns/primitive,native
Sticherus lobatus N.A.Wakef.,Sticherus lobatus,,Gleicheniaceae,1.ferns/primitive,native
Hymenophyllum cupressiforme Labill.,Hymenophyllum cupressiforme,,Hymenophyllaceae,1.ferns/primitive,native
Lindsaea linearis Sw.,Lindsaea linearis,,Lindsaeaceae,1.ferns/primitive,native
Lindsaea microphylla Sw.,Lindsaea microphylla,,Lindsaeaceae,1.ferns/primitive,native
Lateristachys lateralis (R.Br.) Holub,Lateristachys lateralis,,Lycopodiaceae,1.ferns/primitive,native
Lycopodium deuterodensum Herter,Lycopodium deuterodensum,,Lycopodiaceae,1.ferns/primitive,native
Palhinhaea cernua (L.) Franco & Vasc.,Palhinhaea cernua,,Lycopodiaceae,1.ferns/primitive,native
Botrychium australe R.Br.,Botrychium australe,,Ophioglossaceae,1.ferns/primitive,native
Ophioglossum lusitanicum L.,Ophioglossum lusitanicum,,Ophioglossaceae,1.ferns/primitive,native
Todea barbara (L.) T.Moore,Todea barbara,,Osmundaceae,1.ferns/primitive,native
Dictymia brownii (Wikstr.) Copel.,Dictymia brownii,,Polypodiaceae,1.ferns/primitive,native
Microsorum pustulatum (G.Forst.) Copel.,Microsorum pustulatum,,Polypodiaceae,1.ferns/primitive,native
Microsorum scandens (G.Forst.) Tindale,Microsorum scandens,,Polypodiaceae,1.ferns/primitive,native
Notogrammitis billardierei (Willd.) Parris,Notogrammitis billardierei,,Polypodiaceae,1.ferns/primitive,native
Platycerium bifurcatum (Cav.) C.Chr.,Platycerium bifurcatum,,Polypodiaceae,1.ferns/primitive,native
Pyrrosia rupestris (R.Br.) Ching,Pyrrosia rupestris,,Polypodiaceae,1.ferns/primitive,native
Psilotum nudum (L.) P.Beauv.,Psilotum nudum,,Psilotaceae,1.ferns/primitive,native
Tmesipteris truncata (R.Br.) Desv.,Tmesipteris truncata,,Psilotaceae,1.ferns/primitive,native
Adiantum aethiopicum L.,Adiantum aethiopicum,,Pteridaceae,1.ferns/primitive,native
Adiantum formosum R.Br.,Adiantum formosum,,Pteridaceae,1.ferns/primitive,native
Adiantum hispidulum Sw.,Adiantum hispidulum,var. hispidulum; var. hypoglaucum,Pteridaceae,1.ferns/primitive,native
Adiantum silvaticum Tindale,Adiantum silvaticum,,Pteridaceae,1.ferns/primitive,native
Cheilanthes distans (R.Br.) Mett.,Cheilanthes distans,,Pteridaceae,1.ferns/primitive,native
Cheilanthes sieberi Kunze,Cheilanthes sieberi,subsp. sieberi,Pteridaceae,1.ferns/primitive,native
Pellaea falcata (R.Br.) Fée,Pellaea falcata,,Pteridaceae,1.ferns/primitive,native
Pteris tremula R.Br.,Pteris tremula,,Pteridaceae,1.ferns/primitive,native
Pteris umbrosa R.Br.,Pteris umbrosa,,Pteridaceae,1.ferns/primitive,native
Pteris vittata L.,Pteris vittata,,Pteridaceae,1.ferns/primitive,native
Schizaea bifida Willd.,Schizaea bifida,,Schizaeaceae,1.ferns/primitive,native
Schizaea dichotoma (L.) Sm.,Schizaea dichotoma,,Schizaeaceae,1.ferns/primitive,native
Schizaea rupestris R.Br.,Schizaea rupestris,,Schizaeaceae,1.ferns/primitive,native
Selaginella uliginosa (Labill.) Spring,Selaginella uliginosa,,Selaginellaceae,1.ferns/primitive,native
Arthropteris beckleri (Hook.) Mett.,Arthropteris beckleri,,Tectariaceae,1.ferns/primitive,native
Arthropteris tenella (G.Forst.) J.Sm. ex Hook.f.,Arthropteris tenella,,Tectariaceae,1.ferns/primitive,native
Cyclosorus interruptus (Willd.) H.Ito,Cyclosorus interruptus,,Thelypteridaceae,1.ferns/primitive,native
Diplazium australe (R.Br.) N.A.Wakef.,Diplazium australe,,Woodsiaceae,1.ferns/primitive,native
Macrozamia communis L.A.S.Johnson,Macrozamia communis,,Zamiaceae,1.ferns/primitive,native
Macrozamia spiralis (Salisb.) Miq.,Macrozamia spiralis,,Zamiaceae,1.ferns/primitive,native
Callitris muelleri (Parl.) F.Muell.,Callitris muelleri,,Cupressaceae,2.gymnosperm,native
Callitris rhomboidea R.Br. ex Rich. & A.Rich.,Callitris rhomboidea,,Cupressaceae,2.gymnosperm,native
Podocarpus spinulosus (Sm.) R.Br. ex Mirb.,Podocarpus spinulosus,,Podocarpaceae,2.gymnosperm,native
Avicennia marina (Forssk.) Vierh.,Avicennia marina,subsp. australasica,Acanthaceae,3.dicot,native
Brunoniella pumilio (R.Br.) Bremek.,Brunoniella pumilio,,Acanthaceae,3.dicot,native
Pseuderanthemum variabile (R.Br.) Radlk.,Pseuderanthemum variabile,,Acanthaceae,3.dicot,native
Sambucus australasica (Lindl.) Fritsch,Sambucus australasica,,Adoxaceae,3.dicot,native
Carpobrotus glaucescens (Haw.) Schwantes,Carpobrotus glaucescens,,Aizoaceae,3.dicot,native
Tetragonia tetragonoides (Pall.) Kuntze,Tetragonia tetragonoides,,Aizoaceae,3.dicot,native
Alternanthera denticulata R.Br.,Alternanthera denticulata,,Amaranthaceae,3.dicot,native
Deeringia amaranthoides (Lam.) Merr.,Deeringia amaranthoides,,Amaranthaceae,3.dicot,native
Euroschinus falcatus Hook.f.,Euroschinus falcatus,,Anacardiaceae,3.dicot,native
Aphanopetalum resinosum Endl.,Aphanopetalum resinosum,,Aphanopetalaceae,3.dicot,native
Actinotus helianthi Labill.,Actinotus helianthi,,Apiaceae,3.dicot,native
Actinotus minor (Sm.) Tratt.,Actinotus minor,,Apiaceae,3.dicot,native
Apium prostratum Labill. ex Vent.,Apium prostratum,subsp. prostratum,Apiaceae,3.dicot,native
Centella asiatica (L.) Urb.,Centella asiatica,,Apiaceae,3.dicot,native
Centella cordifolia (Hook.f.) Nannf.,Centella cordifolia,,Apiaceae,3.dicot,native
"Daucus glochidiatus (Labill.) Fisch., C.A.Mey. & Ave-Lall.",Daucus glochidiatus,,Apiaceae,3.dicot,native
Lilaeopsis polyantha (Gand.) H.Eichler,Lilaeopsis polyantha,,Apiaceae,3.dicot,native
Platysace ericoides (Sieber ex Spreng.) C.Norman,Platysace ericoides,,Apiaceae,3.dicot,native
Platysace lanceolata (Labill.) Druce,Platysace lanceolata,,Apiaceae,3.dicot,native
Platysace linearifolia (Cav.) C.Norman,Platysace linearifolia,,Apiaceae,3.dicot,native
Platysace stephensonii (Turcz.) C.Norman,Platysace stephensonii,,Apiaceae,3.dicot,native
Xanthosia pilosa Rudge,Xanthosia pilosa,,Apiaceae,3.dicot,native
Xanthosia tridentata DC.,Xanthosia tridentata,,Apiaceae,3.dicot,native
Leichhardtia flavescens (A.Cunn.) P.I.Forst.,Leichhardtia flavescens,,Apocynaceae,3.dicot,native
Leichhardtia rostrata (R.Br.) P.I.Forst.,Leichhardtia rostrata,,Apocynaceae,3.dicot,native
Leichhardtia suaveolens (R.Br.) P.I.Forst.,Leichhardtia suaveolens,,Apocynaceae,3.dicot,native
Melodinus australis (F.Muell.) Pierre,Melodinus australis,,Apocynaceae,3.dicot,native
Parsonsia straminea (R.Br.) F.Muell.,Parsonsia straminea,,Apocynaceae,3.dicot,native
Vincetoxicum barbatum (R.Br.) Kuntze,Vincetoxicum barbatum,,Apocynaceae,3.dicot,native
Astrotricha crassifolia Blakely,Astrotricha crassifolia,,Araliaceae,3.dicot,native
Cephalaralia cephalobotrys (F.Muell.) Harms,Cephalaralia cephalobotrys,,Araliaceae,3.dicot,native
Hydrocotyle acutiloba (F.Muell.) N.A.Wakef.,Hydrocotyle acutiloba,,Araliaceae,3.dicot,native
Hydrocotyle geraniifolia F.Muell.,Hydrocotyle geraniifolia,,Araliaceae,3.dicot,native
Hydrocotyle hirta R.Br. ex A.Rich.,Hydrocotyle hirta,,Araliaceae,3.dicot,native
Hydrocotyle laxiflora DC.,Hydrocotyle laxiflora,,Araliaceae,3.dicot,native
Hydrocotyle sibthorpioides Lam.,Hydrocotyle sibthorpioides,,Araliaceae,3.dicot,native
Hydrocotyle tripartita R.Br. ex A.Rich.,Hydrocotyle tripartita,,Araliaceae,3.dicot,native
Polyscias elegans (C.Moore & F.Muell.) Harms,Polyscias elegans,,Araliaceae,3.dicot,native
Polyscias murrayi (F.Muell.) Harms,Polyscias murrayi,,Araliaceae,3.dicot,native
Polyscias sambucifolia (Sieber ex DC.) Harms,Polyscias sambucifolia,,Araliaceae,3.dicot,native
Trachymene incisa Rudge,Trachymene incisa,subsp. incisa,Araliaceae,3.dicot,native
Arrhenechthites mixtus (A.Rich.) Belcher,Arrhenechthites mixtus,,Asteraceae,3.dicot,native
Brachyscome graminea (Labill.) F.Muell.,Brachyscome graminea,,Asteraceae,3.dicot,native
Calomeria amaranthoides Vent.,Calomeria amaranthoides ,,Asteraceae,3.dicot,native
Cassinia aculeata (Labill.) R.Br.,Cassinia aculeata,,Asteraceae,3.dicot,native
Cassinia aureonitens N.A.Wakef.,Cassinia aureonitens,,Asteraceae,3.dicot,native
Cassinia denticulata R.Br.,Cassinia denticulata,,Asteraceae,3.dicot,native
Cassinia longifolia R.Br.,Cassinia longifolia,,Asteraceae,3.dicot,native
Cassinia trinerva N.A.Wakef.,Cassinia trinerva,,Asteraceae,3.dicot,native
Centipeda minima (L.) A.Braun & Asch.,Centipeda minima ,subsp. minima,Asteraceae,3.dicot,native
Coronidium elatum (A.Cunn. ex DC.) Paul G.Wilson,Coronidium elatum,subsp. elatum,Asteraceae,3.dicot,native
Coronidium gunnianum (Hook.) N.G.Walsh,Coronidium gunnianum,,Asteraceae,3.dicot,native
Coronidium rutidolepis (DC.) N.G.Walsh,Coronidium rutidolepis,,Asteraceae,3.dicot,native
Coronidium scorpioides (Labill.) Paul G.Wilson,Coronidium scorpioides,,Asteraceae,3.dicot,native
Cotula australis (Sieber ex Spreng.) Hook.f.,Cotula australis,,Asteraceae,3.dicot,native
Cyanthillium cinereum (L.) H.Rob.,Cyanthillium cinereum,var. cinereum,Asteraceae,3.dicot,native
Eclipta platyglossa F.Muell.,Eclipta platyglossa,,Asteraceae,3.dicot,native
Euchiton involucratus (G.Forst.) Holub,Euchiton involucratus,,Asteraceae,3.dicot,native
Euchiton japonicus (Thunb.) Holub,Euchiton japonicus,,Asteraceae,3.dicot,native
Euchiton sphaericus (Willd.) Holub,Euchiton sphaericus,,Asteraceae,3.dicot,native
Galinsoga parviflora Cav.,Galinsoga parviflora,,Asteraceae,3.dicot,native
Lagenophora brachyglossa Jian Wang ter & A.R.Bean,Lagenophora brachyglossa,,Asteraceae,3.dicot,native
Lagenophora sublyrata (Cass.) A.R.Bean & Jian Wang ter,Lagenophora sublyrata,,Asteraceae,3.dicot,native
Leptinella longipes Hook.f.,Leptinella longipes,,Asteraceae,3.dicot,native
Olearia elliptica DC.,Olearia elliptica,subsp. elliptica,Asteraceae,3.dicot,native
Olearia microphylla (Vent.) Maiden & Betche,Olearia microphylla,,Asteraceae,3.dicot,native
Olearia tomentosa (J.C.Wendl.) DC.,Olearia tomentosa,,Asteraceae,3.dicot,native
Olearia viscidula (F.Muell.) Benth.,Olearia viscidula,,Asteraceae,3.dicot,native
Ozothamnus adnatus DC.,Ozothamnus adnatus,,Asteraceae,3.dicot,native
Ozothamnus diosmifolius (Vent.) DC.,Ozothamnus diosmifolius,,Asteraceae,3.dicot,native
Podolepis jaceoides (Sims) Voss,Podolepis jaceoides,,Asteraceae,3.dicot,native
Pseudognaphalium luteoalbum (L.) Hilliard & B.L.Burtt,Pseudognaphalium luteoalbum,,Asteraceae,3.dicot,native
Senecio bipinnatisectus Belcher,Senecio bipinnatisectus,,Asteraceae,3.dicot,native
Senecio diaschides D.G.Drury,Senecio diaschides,,Asteraceae,3.dicot,native
Senecio hispidulus A.Rich.,Senecio hispidulus,,Asteraceae,3.dicot,native
Senecio linearifolius A.Rich.,Senecio linearifolius,var. arachnoideus,Asteraceae,3.dicot,native
Senecio minimus Poir.,Senecio minimus,,Asteraceae,3.dicot,native
Senecio pinnatifolius A.Rich.,Senecio pinnatifolius,var. pinnatifolius,Asteraceae,3.dicot,native
Senecio prenanthoides A.Rich.,Senecio prenanthoides,,Asteraceae,3.dicot,native
Senecio spathulatus A.Rich.,Senecio spathulatus,var. attentuatus,Asteraceae,3.dicot,native
Senecio vagus F.Muell.,Senecio vagus,subsp. eglandulosus,Asteraceae,3.dicot,native
Sigesbeckia orientalis L.,Sigesbeckia orientalis,,Asteraceae,3.dicot,native
Sonchus megalocarpus (Hook.f.) J.M.Black,Sonchus megalocarpus,,Asteraceae,3.dicot,native
Sphaeromorphaea australis (Less.) Kitam.,Sphaeromorphaea australis,,Asteraceae,3.dicot,native
Vittadinia triloba (Gaudich.) DC.,Vittadinia triloba,,Asteraceae,3.dicot,native
Wollastonia uniflora (Willd.) Orchard,Wollastonia uniflora,,Asteraceae,3.dicot,native
Xerochrysum bracteatum (Vent.) Tzvelev,Xerochrysum bracteatum,,Asteraceae,3.dicot,native
Doryphora sassafras Endl.,Doryphora sassafras,,Atherospermataceae,3.dicot,native
Pandorea pandorana (Andrews) Steenis,Pandorea pandorana,,Bignoniaceae,3.dicot,native
Hackelia latifolia (R.Br.) Dimon & M.A.M.Renner,Hackelia latifolia,,Boraginaceae,3.dicot,native
Lepidium pseudotasmanicum Thell.,Lepidium pseudotasmanicum,,Brassicaceae,3.dicot,native
Rorippa gigantea (Hook.) Garn.-Jones,Rorippa gigantea,,Brassicaceae,3.dicot,native
Isotoma fluviatilis (R.Br.) F.Muell. ex Benth.,Isotoma fluviatilis ,subsp. borealis,Campanulaceae,3.dicot,native
Lobelia anceps L.f.,Lobelia anceps,,Campanulaceae,3.dicot,native
Lobelia andrewsii Lammers,Lobelia andrewsii,,Campanulaceae,3.dicot,native
Lobelia concolor R.Br.,Lobelia concolor,,Campanulaceae,3.dicot,native
Lobelia dentata Cav.,Lobelia dentata,,Campanulaceae,3.dicot,native
Lobelia gibbosa Labill.,Lobelia gibbosa,,Campanulaceae,3.dicot,native
Lobelia purpurascens R.Br.,Lobelia purpurascens,,Campanulaceae,3.dicot,native
Lobelia simplicicaulis R.Br.,Lobelia simplicicaulis,,Campanulaceae,3.dicot,native
Wahlenbergia gracilis (G.Forst.) A.DC.,Wahlenbergia gracilis,,Campanulaceae,3.dicot,native
Wahlenbergia littoricola P.J.Sm.,Wahlenbergia littoricola,,Campanulaceae,3.dicot,native
Wahlenbergia stricta (R.Br.) Sweet,Wahlenbergia stricta,,Campanulaceae,3.dicot,native
Celtis paniculata (Endl.) Planch.,Celtis paniculata,,Cannabaceae,3.dicot,native
Trema tomentosa (Roxb.) H.Hara,Trema tomentosa,var. aspera,Cannabaceae,3.dicot,native
Stellaria flaccida Hook.,Stellaria flaccida,,Caryophyllaceae,3.dicot,native
Allocasuarina distyla (Vent.) L.A.S.Johnson,Allocasuarina distyla,,Casuarinaceae,3.dicot,native
Allocasuarina littoralis (Salisb.) L.A.S.Johnson,Allocasuarina littoralis,,Casuarinaceae,3.dicot,native
Allocasuarina nana (Sieber ex Spreng.) L.A.S.Johnson,Allocasuarina nana,,Casuarinaceae,3.dicot,native
Allocasuarina paludosa (Sieber ex Spreng.) L.A.S.Johnson,Allocasuarina paludosa,,Casuarinaceae,3.dicot,native
Allocasuarina torulosa (Aiton) L.A.S.Johnson,Allocasuarina torulosa,,Casuarinaceae,3.dicot,native
Allocasuarina verticillata (Lam.) L.A.S.Johnson,Allocasuarina verticillata,,Casuarinaceae,3.dicot,native
Casuarina glauca Sieber ex Spreng.,Casuarina glauca,,Casuarinaceae,3.dicot,native
Celastrus subspicatus Hook.,Celastrus subspicatus,,Celastraceae,3.dicot,native
Denhamia silvestris (Lander & L.A.S.Johnson) M.P.Simmons,Denhamia silvestris,,Celastraceae,3.dicot,native
Elaeodendron australe Vent.,Elaeodendron australe,var. australe,Celastraceae,3.dicot,native
Stackhousia monogyna Labill.,Stackhousia monogyna,,Celastraceae,3.dicot,native
Stackhousia nuda Lindl.,Stackhousia nuda,,Celastraceae,3.dicot,native
Stackhousia viminea Sm.,Stackhousia viminea,,Celastraceae,3.dicot,native
Chenopodium nutans (R.Br.) S.Fuentes & Borsch,Chenopodium nutans,,Chenopodiaceae,3.dicot,native
Chenopodium robertianum Iamonico & Mosyakin,Chenopodium robertianum,,Chenopodiaceae,3.dicot,native
Chenopodium trigonon Schult.,Chenopodium trigonon,,Chenopodiaceae,3.dicot,native
Rhagodia candolleana Moq.,Rhagodia candolleana,subsp. candolleana,Chenopodiaceae,3.dicot,native
Salicornia quinqueflora Bunge ex Ung.-Sternb.,Salicornia quinqueflora,,Chenopodiaceae,3.dicot,native
Suaeda australis (R.Br.) Moq.,Suaeda australis,,Chenopodiaceae,3.dicot,native
Calystegia marginata R.Br.,Calystegia marginata,,Convolvulaceae,3.dicot,native
Calystegia soldanella (L.) Roem. & Schult.,Calystegia soldanella,,Convolvulaceae,3.dicot,native
Convolvulus arvensis L.,Convolvulus arvensis,,Convolvulaceae,3.dicot,native
Dichondra repens J.R.Forst. & G.Forst.,Dichondra repens,,Convolvulaceae,3.dicot,native
Ipomoea pes-caprae (L.) R.Br.,Ipomoea pes-caprae,subsp. brasiliensis,Convolvulaceae,3.dicot,native
Polymeria calycina R.Br.,Polymeria calycina,,Convolvulaceae,3.dicot,native
Wilsonia rotundifolia Hook.,Wilsonia rotundifolia,,Convolvulaceae,3.dicot,native
Crassula decumbens Thunb.,Crassula decumbens,,Crassulaceae,3.dicot,native
Crassula peduncularis (Sm.) F.Meigen,Crassula peduncularis,,Crassulaceae,3.dicot,native
Crassula sieberiana (Schult. & Schult.f.) Druce,Crassula sieberiana,,Crassulaceae,3.dicot,native
Bauera microphylla D.Don,Bauera microphylla,,Cunoniaceae,3.dicot,native
Bauera rubioides Andrews,Bauera rubioides,,Cunoniaceae,3.dicot,native
Callicoma serratifolia Andrews,Callicoma serratifolia,,Cunoniaceae,3.dicot,native
Ceratopetalum apetalum D.Don,Ceratopetalum apetalum,,Cunoniaceae,3.dicot,native
Ceratopetalum gummiferum Sm.,Ceratopetalum gummiferum,,Cunoniaceae,3.dicot,native
Schizomeria ovata D.Don,Schizomeria ovata,,Cunoniaceae,3.dicot,native
Hibbertia acicularis (Labill.) F.Muell.,Hibbertia acicularis ,,Dilleniaceae,3.dicot,native
Hibbertia aspera DC.,Hibbertia aspera,,Dilleniaceae,3.dicot,native
Hibbertia bracteata (R.Br. ex DC.) Benth.,Hibbertia bracteata,,Dilleniaceae,3.dicot,native
Hibbertia dentata R.Br. ex DC.,Hibbertia dentata,,Dilleniaceae,3.dicot,native
Hibbertia empetrifolia (DC.) Hoogland,Hibbertia empetrifolia,,Dilleniaceae,3.dicot,native
Hibbertia ericifolia Hook.f.,Hibbertia ericifolia,subsp. acutifolia,Dilleniaceae,3.dicot,native
Hibbertia fasciculata R.Br. ex DC.,Hibbertia fasciculata,,Dilleniaceae,3.dicot,native
Hibbertia linearis R.Br. ex DC.,Hibbertia linearis,,Dilleniaceae,3.dicot,native
Hibbertia monogyna R.Br. ex DC.,Hibbertia monogyna,,Dilleniaceae,3.dicot,native
Hibbertia nitida (DC.) Benth.,Hibbertia nitida,,Dilleniaceae,3.dicot,native
Hibbertia obtusifolia DC.,Hibbertia obtusifolia,,Dilleniaceae,3.dicot,native
Hibbertia pedunculata R.Br. ex DC.,Hibbertia pedunculata,,Dilleniaceae,3.dicot,native
Hibbertia riparia (R.Br. ex DC.) Hoogland,Hibbertia riparia,,Dilleniaceae,3.dicot,native
Hibbertia salicifolia (DC.) F.Muell.,Hibbertia salicifolia,,Dilleniaceae,3.dicot,native
Hibbertia scandens (Willd.) Gilg,Hibbertia scandens,,Dilleniaceae,3.dicot,native
Hibbertia stricta (DC.) R.Br. ex F.Muell.,Hibbertia stricta,,Dilleniaceae,3.dicot,native
Drosera auriculata Backh. ex Planch.,Drosera auriculata,,Droseraceae,3.dicot,native
Drosera binata Labill.,Drosera binata,,Droseraceae,3.dicot,native
"Drosera hookeri R.P.Gibson, B.J.Conn & Conran",Drosera hookeri,,Droseraceae,3.dicot,native
Drosera peltata Thunb.,Drosera peltata,,Droseraceae,3.dicot,native
Drosera pygmaea DC.,Drosera pygmaea,,Droseraceae,3.dicot,native
Drosera spatulata Labill.,Drosera spatulata,var. spatulata,Droseraceae,3.dicot,native
"Diospyros australis (R.Br.) Hiern, nom. alt.",Diospyros australis,,Ebenaceae,3.dicot,native
Diospyros pentamera (Woolls & F.Muell.) F.Muell.,Diospyros pentamera,,Ebenaceae,3.dicot,native
Elaeocarpus reticulatus Sm.,Elaeocarpus reticulatus,,Elaeocarpaceae,3.dicot,native
Sloanea australis (Benth.) F.Muell.,Sloanea australis,,Elaeocarpaceae,3.dicot,native
Tetratheca ericifolia Sm.,Tetratheca ericifolia,,Elaeocarpaceae,3.dicot,native
Tetratheca neglecta Joy Thomps.,Tetratheca neglecta,,Elaeocarpaceae,3.dicot,native
Tetratheca shiressii Blakely,Tetratheca shiressii,,Elaeocarpaceae,3.dicot,native
Tetratheca thymifolia Sm.,Tetratheca thymifolia,,Elaeocarpaceae,3.dicot,native
Elatine gratioloides A.Cunn.,Elatine gratioloides,,Elatinaceae,3.dicot,native
Acrotriche divaricata R.Br.,Acrotriche divaricata,,Ericaceae,3.dicot,native
Brachyloma daphnoides (Sm.) Benth.,Brachyloma daphnoides,subsp. daphnoides,Ericaceae,3.dicot,native
Dracophyllum secundum R.Br.,Dracophyllum secundum,,Ericaceae,3.dicot,native
Epacris coriacea A.Cunn. ex DC.,Epacris coriacea,,Ericaceae,3.dicot,native
Epacris crassifolia R.Br.,Epacris crassifolia,,Ericaceae,3.dicot,native
Epacris longiflora Cav.,Epacris longiflora,,Ericaceae,3.dicot,native
Epacris microphylla R.Br.,Epacris microphylla,,Ericaceae,3.dicot,native
Epacris obtusifolia Sm.,Epacris obtusifolia,,Ericaceae,3.dicot,native
Epacris pulchella Cav.,Epacris pulchella,,Ericaceae,3.dicot,native
Epacris purpurascens Banks ex Sims,Epacris purpurascens,var. purpurascens,Ericaceae,3.dicot,native
Leucopogon affinis R.Br.,Leucopogon affinis,,Ericaceae,3.dicot,native
Leucopogon amplexicaulis (Rudge) R.Br.,Leucopogon amplexicaulis,,Ericaceae,3.dicot,native
Leucopogon microphyllus (Cav.) R.Br.,Leucopogon microphyllus,,Ericaceae,3.dicot,native
Leucopogon parviflorus (Andrews) Lindl.,Leucopogon parviflorus,,Ericaceae,3.dicot,native
Leucopogon virgatus (Labill.) R.Br.,Leucopogon virgatus,,Ericaceae,3.dicot,native
Lissanthe strigosa (Sm.) R.Br.,Lissanthe strigosa,subsp. subulata,Ericaceae,3.dicot,native
Monotoca elliptica (Sm.) R.Br.,Monotoca elliptica,,Ericaceae,3.dicot,native
Monotoca ledifolia A.Cunn. ex DC.,Monotoca ledifolia,,Ericaceae,3.dicot,native
Monotoca scoparia (Sm.) R.Br.,Monotoca scoparia,,Ericaceae,3.dicot,native
Sprengelia incarnata Sm.,Sprengelia incarnata,,Ericaceae,3.dicot,native
Stenanthera pinifolia R.Br.,Stenanthera pinifolia,,Ericaceae,3.dicot,native
Styphelia angustifolia DC.,Styphelia angustifolia,,Ericaceae,3.dicot,native
Styphelia ericoides Sm.,Styphelia ericoides,,Ericaceae,3.dicot,native
Styphelia esquamata (R.Br.) Spreng.,Styphelia esquamata,,Ericaceae,3.dicot,native
Styphelia exolasia F.Muell.,Styphelia exolasia,,Ericaceae,3.dicot,native
Styphelia humifusa (Cav.) Pers.,Styphelia humifusa,,Ericaceae,3.dicot,native
Styphelia laeta R.Br.,Styphelia laeta,,Ericaceae,3.dicot,native
Styphelia longifolia R.Br.,Styphelia longifolia,,Ericaceae,3.dicot,native
Styphelia setigera (R.Br.) Spreng.,Styphelia setigera,,Ericaceae,3.dicot,native
"Styphelia sieberi (DC.) Hislop, Crayn & Puente-Lel.",Styphelia sieberi,,Ericaceae,3.dicot,native
Styphelia triflora Andrews,Styphelia triflora,,Ericaceae,3.dicot,native
Styphelia tubiflora Sm.,Styphelia tubiflora,,Ericaceae,3.dicot,native
Styphelia viridis Andrews,Styphelia viridis,subsp. viridis,Ericaceae,3.dicot,native
