notes,accepted_name,scientific_name,status,family,broader,establishment_means,count_RG,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,iNat_needsID_only,final_list,iNat_outcome,parks_outcome,voucher_outcome,old&recent,first_voucher,last_voucher,iNat_needs_ID_?,first_iNat,last_iNat
,Poa annua,Poa annua,current,Poaceae,4.monocot,introduced,,1,,,1,,,,,,1,"XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Poa billardierei,Poa billardierei,current,Poaceae,4.monocot,native,,1,1,,1,1,,,1,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,recent_vouchers_only,2007,2007,none,,
,Poa labillardierei,Poa labillardierei,current,Poaceae,4.monocot,native,,1,1,,1,1,,1,1,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old&recent_vouchers,1954,2001,none,,
,Poa poiformis,Poa poiformis,current,Poaceae,4.monocot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1936,1982,none,,
,Poa tenera,Poa tenera,current,Poaceae,4.monocot,native,,,1,,,1,,1,,,1,"XX-not in iNat, yes in park","not on parks list, but occurs in park",retain voucher,old_vouchers_only,1927,1927,none,,
,Podocarpus spinulosus,Podocarpus spinulosus,current,Podocarpaceae,2.gymnosperm,native,24,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1897,2004,,2020,2023
,Podolepis jaceoides,Podolepis jaceoides,current,Asteraceae,3.dicot,native,,,1,,,1,,1,,,1,"XX-not in iNat, yes in park","not on parks list, but occurs in park",retain voucher,old_vouchers_only,1897,1897,none,,
,Pollia crispata,Pollia crispata,current,Commelinaceae,5.monocot-colorful,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1975,1977,none,,
,Polycarpon tetraphyllum,Polycarpon tetraphyllum,current,Caryophyllaceae,3.dicot,introduced,2,1,,1,1,,1,,,,1,retain observation,retain on list,"no voucher, but exists in park",no_vouchers,,,,2023,2024
,Polygala myrtifolia,Polygala myrtifolia,current,Polygalaceae,3.dicot,introduced,4,1,1,1,1,1,1,,1,,1,retain observation,retain on list,retain voucher,recent_vouchers_only,2020,2020,,2021,2022
,Polygala virgata,Polygala virgata,current,Polygalaceae,3.dicot,introduced,4,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1976,1976,,2021,2022
,Polymeria calycina,Polymeria calycina,current,Convolvulaceae,3.dicot,native,4,1,,1,1,,1,,,,1,retain observation,retain on list,"no voucher, but exists in park",no_vouchers,,,,2021,2023
"there's apparently a 1770 voucher from inside the park, but this is an error due to a systemic error that occurs for some records provided by BioNet, so I've discarded it",Polyosma cunninghamii,Polyosma cunninghamii,current,Escalloniaceae,3.dicot,native,1,1,1,1,1,1,1,1,,,1,"retain, but restricted license",retain on list,retain voucher,old_vouchers_only,1893,1958,,2023,2023
,Polypogon monspeliensis,Polypogon monspeliensis,current,Poaceae,4.monocot,introduced,,,1,,,1,,1,,,1,"XX-not in iNat, yes in park","not on parks list, but occurs in park",retain voucher,old_vouchers_only,1983,1983,none,,
,Polyscias elegans,Polyscias elegans,current,Araliaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1978,1986,none,,
,Polyscias murrayi,Polyscias murrayi,current,Araliaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1899,1956,none,,
,Polyscias sambucifolia,Polyscias sambucifolia,current,Araliaceae,3.dicot,native,9,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1973,1997,,2020,2023
,Polystichum australiense,Polystichum australiense,current,Dryopteridaceae,1.ferns/primitive,native,1,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1899,1983,,2020,2020
,Polystichum proliferum,Polystichum proliferum,current,Dryopteridaceae,1.ferns/primitive,native,1,,1,1,,1,1,1,,,1,retain observation,"not on parks list, but occurs in park",retain voucher,old_vouchers_only,1927,1964,,2021,2021
,Pomaderris andromedifolia,Pomaderris andromedifolia,current,Rhamnaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1888,1936,none,,
,Pomaderris discolor,Pomaderris discolor,current,Rhamnaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1888,1966,none,,
,Pomaderris elliptica,Pomaderris elliptica,current,Rhamnaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1896,1896,none,,
,Pomaderris ferruginea,Pomaderris ferruginea,current,Rhamnaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1942,1942,none,,
,Pomaderris intermedia,Pomaderris intermedia,current,Rhamnaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1896,1984,yes_unsure,,
"in GBIF there is a voucher annotated as collected in 1829, but looking at the actual sheet, it says 1898",Pomaderris lanigera,Pomaderris lanigera,current,Rhamnaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1888,1927,none,,
,Pomaderris ledifolia,Pomaderris ledifolia,current,Rhamnaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1915,1928,none,,
,Pomaderris ligustrina,Pomaderris ligustrina,current,Rhamnaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1895,1966,none,,
1897 voucher from Royal incorrectly in park based on locality notes,Pomax umbellata,Pomax umbellata,current,Rubiaceae,3.dicot,native,7,1,1,1,1,,1,,,,1,retain observation,retain on list,"remove, wrong coordinates",(disagree with voucher),,,,2020,2023
,Populus alba,Populus alba,current,Salicaceae,3.dicot,introduced,,,1,,,1,,1,,,1,"XX-not in iNat, yes in park","not on parks list, but occurs in park",retain voucher,old_vouchers_only,1984,1984,none,,
,Poranthera corymbosa,Poranthera corymbosa,current,Phyllanthaceae,3.dicot,native,1,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1927,1927,,2020,2020
,Poranthera ericifolia,Poranthera ericifolia,current,Phyllanthaceae,3.dicot,native,12,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1933,1971,,2020,2024
,Poranthera microphylla,Poranthera microphylla,current,Phyllanthaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1966,1966,none,,
"The vouchers for this species are a mess. 1976 voucher is in the middle of land in Royal, it's definitely not from the park based on the locality notes. For a 1973 voucher and two 1975 vouchers, the coordinates are also clearly wrong, being either in the dead centre of the port arm or on land (for a marine species collected on estuarine/marine edges). However, these are most likely genuinely in Royal (just at slightly different coordinates) based on locality notes [similar case here to Halophila ovalis]. There is also a 1977 and a 1974 voucher which bizarrely were not picked up as being in Royal despite being geolocated at literally the exact same coordinates as two of the vouchers that were picked up as being in Royal. Anyway, these are also most likely in the bounds of Royal, so I've added these.",Posidonia australis,Posidonia australis,current,Posidoniaceae,4.monocot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1973,1977,none,,
,Potamogeton ochreatus,Potamogeton ochreatus,current,Potamogetonaceae,4.monocot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1973,1973,none,,
,Prasophyllum australe,Prasophyllum australe,current,Orchidaceae,5.monocot-colorful,native,,1,,,1,,,,,,1,"XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Prasophyllum brevilabre,Prasophyllum brevilabre,current,Orchidaceae,5.monocot-colorful,native,,1,1,,1,1,,1,1,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old&recent_vouchers,1965,1994,none,,
,Prasophyllum elatum,Prasophyllum elatum,current,Orchidaceae,5.monocot-colorful,native,12,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1892,2002,,2015,2023
,Prasophyllum flavum,Prasophyllum flavum,current,Orchidaceae,5.monocot-colorful,native,14,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1987,1987,,2021,2023
,Prasophyllum patens,Prasophyllum patens,current,Orchidaceae,5.monocot-colorful,native,,1,1,,1,1,,1,1,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old&recent_vouchers,1894,2002,none,,
,Prasophyllum striatum,Prasophyllum striatum,current,Orchidaceae,5.monocot-colorful,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1969,1969,none,,
"there are apparently three 1770 vouchers from inside the park, but this is an error due to a systemic error that occurs for some records provided by BioNet, so I've discarded them",Prostanthera densa,Prostanthera densa,current,Lamiaceae,3.dicot,native,,1,1,,1,1,,1,1,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old&recent_vouchers,1888,2019,none,,
"annotated in park list as needing to be removed, misapplication of P. densa",Prostanthera densa,Prostanthera marifolia,misapplied,Lamiaceae,3.dicot,native,,1,,,misapplied,misapplied,misapplied,,,,,XX-misapplied other list,"remove, wrong per park list",XX-misapplied re parks list,(remove),,,,,
,Prostanthera denticulata,Prostanthera denticulata,current,Lamiaceae,3.dicot,native,2,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1888,2011,,2021,2022
"the only voucher from Royal is actually an incorrect duplicate of a P. denticulata record fed back into the ALA by BioNet with the ID incorrectly changed; another pervasive BioNet error. And in fact, the two other putative vouchers of this species right on Royal's border are also both BioNet errors where the original voucher was P. denticulata. The park listing was most likely based on this  incorrect voucher (zero evidence of this species occurring in the park from any survey data or historical lists I accessed), and thus have removed it from there too",Prostanthera hirtula,Prostanthera hirtula,current,Lamiaceae,3.dicot,out-of-range,,1,1,,,,,,,,,"XX-not in iNat, not in park","remove, listing based on database error","remove, listing based on database error",(disagree with voucher),,,,,
,Prostanthera incisa,Prostanthera incisa,current,Lamiaceae,3.dicot,native,7,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1888,2021,,2021,2023
"I was sceptical of this record, it seeming like a bit of an outlier re location. So I asked Frank Hemmings, and he examined the specimen itself at the UNSW Herbarium; he believes the identification is likely correct, and that ""[the specimen] certainly falls within the range of variability across all our specimens for that species""",Prostanthera lasianthos,Prostanthera lasianthos,current,Lamiaceae,3.dicot,native,,,1,,,1,,1,,,1,"XX-not in iNat, yes in park","not on parks list, but occurs in park",retain voucher,old_vouchers_only,1985,1985,none,,
,Prostanthera linearis,Prostanthera linearis,current,Lamiaceae,3.dicot,native,5,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1896,1986,,2022,2023
,Prostanthera ovalifolia,Prostanthera ovalifolia,current,Lamiaceae,3.dicot,native,,1,,,1,,,,,,1,"XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Prostanthera scutellarioides,Prostanthera scutellarioides,current,Lamiaceae,3.dicot,native,,1,,,1,,,,,,1,"XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Prostanthera violacea,Prostanthera violacea,current,Lamiaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1948,1948,none,,
,Prunella vulgaris,Prunella vulgaris,current,Lamiaceae,3.dicot,introduced,2,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1894,1899,,2021,2024
,Pseudanthus divaricatissimus,Pseudanthus divaricatissimus,current,Euphorbiaceae,3.dicot,native,,1,1,,1,1,,,1,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,recent_vouchers_only,2000,2000,none,,
"This one was an intriguing case. I was immediately sceptical of this listing. All vouchers terminate at around Botany Bay north of Royal, and indeed Halford and Henderson's 2003 revision of Pseudanthus lists Botany Bay as the southern limit of the species. Interestingly there are some flora survey records of it (many/most by David Keith) in Dharawal NP, but the only record at all of this species in Royal is a 1966 observation (no voucher). On this record in the ALA, there's a reference to a publication called 'Notes on the vascular plants of the Uloola Track. The Royal National Park' by B. Benn and J.G. McKern 1966. It was published in the journal Australian Wild Life, in volume 5, pages 4-30. I visited the NSW State Library and got a copy of the article. In their entire 400+ species list, P. orientalis is not listed whatsoever, the only Pseudanthus species is P. pimeleoides. So clearly this particular record is in error, and P. orientalis was certainly not recorded in Royal by this survey. I'll also note that on the record in the ALA, under the Location Remarks field, there is a comment reading ""ADDITIONAL SPECIES LIST COVENY (1975 - 1980),Only makes sense when included with blunderbuss.,LOCATION 102 ROYAL NATIONAL PARK NEW SOUTH WALES BENN AND MCKERN (1966),no separate communities,split into alliances,7070,Sclerophyllous Communities"". I can't really parse the meaning of this caveat without what is obviously necessary background context (what is blunderbuss? A location? Where is 'location 102'?), but it seems like this comment casts some doubt on this record. Regardless, I do not view it as reliable. However, I mentioned this record to John Arney, who let me know that ""I have just had a look at some of my reference notes and note that the late Pat Akkersdyk, (1919- 1994, 74yrs), has Pseudanthus orientalis listed for the ""Curra Moors to Curracurang Walk"" in 1982;   ""The Wises Track"" (no date);  and the ""Flat-Rock Crossing and South West Arm Creek Area"" (Two specific dates are mentioned for this one ""22/9/1979 and 11/12/1979"")"". John also provided me with Bob Coveny's list of Royal species recorded from 1960-1972, and he also had P. orientalis on this list",Pseudanthus orientalis,Pseudanthus orientalis,current,Euphorbiaceae,3.dicot,native,,1,,,1,,,,,,1,"XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Pseudanthus pimeleoides,Pseudanthus pimeleoides,current,Euphorbiaceae,3.dicot,native,24,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1887,1990,,2008,2024
"2002 voucher geolocated just outside the park, but inside Royal based on notes",Pseuderanthemum variabile,Pseuderanthemum variabile,current,Acanthaceae,3.dicot,native,25,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1910,2002,,2004,2024
,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,current,Asteraceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1895,1983,none,,
,Pseudoraphis paradoxa,Pseudoraphis paradoxa,current,Poaceae,4.monocot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1976,1989,none,,
,Psilotum nudum,Psilotum nudum,current,Psilotaceae,1.ferns/primitive,native,1,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1946,1981,,2024,2024
"the iNat RG record had a large enough coordinate uncertainty that the circle broke the edges of Royal, and thus excluded it from my iNat download. I confirmed that the record was definitely in Royal though",Psoralea pinnata,Psoralea pinnata,current,Fabaceae,3.dicot,introduced,1,1,1,,1,1,1,1,,,1,"add, manually obscured coordinates",retain on list,retain voucher,old_vouchers_only,1913,1940,,2010,2010
,Psychotria loniceroides,Psychotria loniceroides,current,Rubiaceae,3.dicot,native,2,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1893,2017,,2022,2023
"1933 voucher geolocated just outside Royal, but notes indicate inside park",Pteridium esculentum,Pteridium esculentum,current,Dennstaedtiaceae,1.ferns/primitive,native,30,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1933,1995,,2016,2024
,Pteris tremula,Pteris tremula,current,Pteridaceae,1.ferns/primitive,native,1,1,1,1,1,1,1,1,1,,1,"retain, but restricted license",retain on list,retain voucher,old&recent_vouchers,1943,2001,,2023,2023
,Pteris umbrosa,Pteris umbrosa,current,Pteridaceae,1.ferns/primitive,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1897,1915,none,,
"the single voucher, from 2000, has been geolocated into Royal, but this is clearly wrong; the verbatim locality for the voucher is ""Heathcote on western side of Princes Hwy"", but Royal is on the eastern side",Pteris vittata,Pteris vittata,current,Pteridaceae,1.ferns/primitive,native,1,,1,1,,,1,,,,1,retain observation,"not on parks list, but occurs in park","remove, wrong coordinates",(disagree with voucher),,,,2023,2023
,Pterostylis acuminata,Pterostylis acuminata,current,Orchidaceae,5.monocot-colorful,native,11,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1927,1986,,2020,2024
,Pterostylis alveata,Pterostylis alveata,current,Orchidaceae,5.monocot-colorful,native,,,1,,,1,,1,,,1,"XX-not in iNat, yes in park","not on parks list, but occurs in park",retain voucher,old_vouchers_only,1986,1986,none,,
Pterostylis aphylla occurs only in Tasmania. The four vouchers identified as this species are probably P. furva (pers. comm. Lachlan Copeland),Pterostylis aphylla,Pterostylis aphylla,current,Orchidaceae,5.monocot-colorful,out-of-range,,,1,,,,,,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park","remove, mis-identification",(disagree with voucher),,,,,
,Pterostylis baptistii,Pterostylis baptistii,current,Orchidaceae,5.monocot-colorful,native,,1,,,1,,,,,,1,"XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
"1995 voucher geolocated outside Royal, but inside park based on notes",Pterostylis concinna,Pterostylis concinna,current,Orchidaceae,5.monocot-colorful,native,3,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1946,1995,,2022,2023
,Pterostylis curta,Pterostylis curta,current,Orchidaceae,5.monocot-colorful,native,15,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1945,1991,,2020,2023
,Pterostylis daintreana,Pterostylis daintreana,current,Orchidaceae,5.monocot-colorful,native,25,1,,1,1,1,1,1,,,1,retain observation,retain on list,"retain, synonym",old_vouchers_only,1929,1986,,2021,2024
orthographic variant,Pterostylis daintreana,Pterostylis daintreeana,synonym,Orchidaceae,5.monocot-colorful,native,,,1,,synonym,synonym,synonym,,,,,XX-synonym other list,XX-synonym voucher,XX-synonym re voucher,(remove),,,,,
,Pterostylis erecta,Pterostylis erecta,current,Orchidaceae,5.monocot-colorful,native,8,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1953,1989,,2020,2023
,Pterostylis furva,Pterostylis furva,current,Orchidaceae,5.monocot-colorful,native,9,,1,1,,1,1,,1,,1,retain observation,"not on parks list, but occurs in park",retain voucher,recent_vouchers_only,1991,1991,,2022,2023
,Pterostylis grandiflora,Pterostylis grandiflora,current,Orchidaceae,5.monocot-colorful,native,44,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1924,2017,,2019,2024
,Pterostylis hispidula,Pterostylis hispidula,current,Orchidaceae,5.monocot-colorful,native,5,,,1,,,1,,,,1,retain observation,"not on parks list, but occurs in park","no voucher, but exists in park",no_vouchers,,,,2022,2023
,Pterostylis longifolia,Pterostylis longifolia,current,Orchidaceae,5.monocot-colorful,native,26,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1926,2017,,2019,2024
,Pterostylis mutica,Pterostylis mutica,current,Orchidaceae,5.monocot-colorful,native,,1,,,1,,,,,,1,"XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Pterostylis nutans,Pterostylis nutans,current,Orchidaceae,5.monocot-colorful,native,39,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1892,2011,,2019,2023
,Pterostylis oblonga,Pterostylis oblonga,current,Orchidaceae,5.monocot-colorful,native,2,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1953,1953,,2021,2022
iNat record just outside boundaries,Pterostylis obtusa,Pterostylis obtusa,current,Orchidaceae,5.monocot-colorful,native,,,1,,,1,,1,,,1,"XX-not in iNat, yes in park","not on parks list, but occurs in park",retain voucher,old_vouchers_only,1953,1953,none,,
,Pterostylis parviflora,Pterostylis parviflora,current,Orchidaceae,5.monocot-colorful,native,2,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1947,1955,,2023,2023
"In the park list this was referred to as 'Pterostylis aff. parviflora'. Although P. parviflora was already separately listed in the park list and thus this was clearly a putatively different entity, it is impossible to tell which species in the P. parviflora complex is being referred to from a simple name on a list/without more information, or indeed if it is even referring to one of the complex members which have been recently described or if to an undescribed entity. For this reason I am lumping this name into P. parviflora.",Pterostylis parviflora,Pterostylis aff. parviflora,synonym,Orchidaceae,5.monocot-colorful,native,,1,,,synonym,synonym,synonym,,,,,XX-synonym other list,"remove, contrived synonym",XX-synonym re parks list,(remove),,,,,
,Pterostylis pedoglossa,Pterostylis pedoglossa,current,Orchidaceae,5.monocot-colorful,native,1,1,1,1,1,1,1,1,,,1,"retain, but restricted license",retain on list,retain voucher,old_vouchers_only,1946,1956,,2020,2020
,Pterostylis pedunculata,Pterostylis pedunculata,current,Orchidaceae,5.monocot-colorful,native,2,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1946,1991,,2020,2022
,Pterostylis reflexa,Pterostylis reflexa,current,Orchidaceae,5.monocot-colorful,native,,1,,,1,,,,,,1,"XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Pterostylis uliginosa,Pterostylis uliginosa,current,Orchidaceae,5.monocot-colorful,native,1,1,1,,1,1,1,,1,,1,"add, manually obscured coordinates",retain on list,retain voucher,recent_vouchers_only,2007,2007,,2023,2023
,Ptilothrix deusta,Ptilothrix deusta,current,Cyperaceae,4.monocot,native,2,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1896,2016,,2022,2023
,Pullenia gunnii,Pullenia gunnii,current,Fabaceae,3.dicot,native,3,,,1,1,,1,,,,1,retain observation,"retain, synonym","no voucher, but exists in park",no_vouchers,,,,2020,2023
,Pullenia gunnii,Desmodium gunnii,synonym,Fabaceae,3.dicot,native,,1,,,synonym,synonym,synonym,,,,,XX-synonym other list,XX-synonym re parks list,XX-synonym re parks list,(remove),,,,,
,Pultenaea aristata,Pultenaea aristata,current,Fabaceae,3.dicot,native,,1,,,1,,,,,,1,"XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Pultenaea blakelyi,Pultenaea blakelyi,current,Fabaceae,3.dicot,native,7,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1893,2020,,2016,2021
,Pultenaea daphnoides,Pultenaea daphnoides,current,Fabaceae,3.dicot,native,46,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1896,2015,,2016,2024
,Pultenaea dentata,Pultenaea dentata,current,Fabaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1976,1976,none,,
,Pultenaea ferruginea,Pultenaea ferruginea,current,Fabaceae,3.dicot,native,,,1,,,1,,,1,,1,"XX-not in iNat, yes in park","not on parks list, but occurs in park",retain voucher,recent_vouchers_only,2006,2006,yes_unsure,,
,Pultenaea flexilis,Pultenaea flexilis,current,Fabaceae,3.dicot,native,1,1,,1,1,,1,,,,1,retain observation,retain on list,"no voucher, but exists in park",no_vouchers,,,,2021,2021
"there's apparently a 1770 voucher from inside the park, but this is an error due to a systemic error that occurs for some records provided by BioNet, so I've discarded it",Pultenaea hispidula,Pultenaea hispidula,current,Fabaceae,3.dicot,native,,1,1,,1,1,,1,,,1,needsID-likely correct,retain on list,retain voucher,old_vouchers_only,1921,1983,yes_correct,,
,Pultenaea linophylla,Pultenaea linophylla,current,Fabaceae,3.dicot,native,10,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1888,2005,,2020,2024
,Pultenaea polifolia,Pultenaea polifolia,current,Fabaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1920,1921,none,,
,Pultenaea retusa,Pultenaea retusa,current,Fabaceae,3.dicot,native,1,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1924,1924,,2022,2022
,Pultenaea scabra,Pultenaea scabra,current,Fabaceae,3.dicot,native,,1,,1,1,,,,,,1,"remove, 01. wrong ID",retain on list,"no voucher, but exists in park",no_vouchers,,,,,
"there are apparently two 1770 vouchers from inside the park, but this is an error due to a systemic error that occurs for some records provided by BioNet, so I've discarded them",Pultenaea stipularis,Pultenaea stipularis,current,Fabaceae,3.dicot,native,94,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1888,2006,,2003,2024
,Pultenaea tuberculata,Pultenaea tuberculata,current,Fabaceae,3.dicot,native,57,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1893,2020,,2004,2023
,Pultenaea villosa,Pultenaea villosa,current,Fabaceae,3.dicot,native,7,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1985,1985,,2020,2021
,Pyracantha angustifolia,Pyracantha angustifolia,current,Rosaceae,3.dicot,introduced,1,,,1,,,1,,,,1,retain observation,"not on parks list, but occurs in park","no voucher, but exists in park",no_vouchers,,,,2021,2021
,Pyrorchis nigricans,Pyrorchis nigricans,current,Orchidaceae,5.monocot-colorful,native,6,1,,1,1,,1,,,,1,retain observation,retain on list,"no voucher, but exists in park",no_vouchers,,,,2021,2022
,Pyrrosia rupestris,Pyrrosia rupestris,current,Polypodiaceae,1.ferns/primitive,native,17,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1905,1952,,1989,2024
,Quintinia sieberi,Quintinia sieberi,current,Paracryphiaceae,3.dicot,native,,1,,,1,,,,,,1,"XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Ranunculus inundatus,Ranunculus inundatus,current,Ranunculaceae,3.dicot,native,1,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1952,1952,,2023,2023
"2002 voucher geolocated just outside the park, but inside Royal based on notes",Ranunculus lappaceus,Ranunculus lappaceus,current,Ranunculaceae,3.dicot,native,,1,1,,1,1,,1,1,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old&recent_vouchers,1986,2002,none,,
,Ranunculus muricatus,Ranunculus muricatus,current,Ranunculaceae,3.dicot,introduced,,,1,,,1,,1,,,1,"XX-not in iNat, yes in park","not on parks list, but occurs in park",retain voucher,old_vouchers_only,1965,1965,none,,
,Ranunculus repens,Ranunculus repens,current,Ranunculaceae,3.dicot,introduced,1,1,,1,1,,1,,,,1,retain observation,retain on list,"no voucher, but exists in park",no_vouchers,,,,2023,2023
,Rhagodia candolleana,Rhagodia candolleana,current,Amaranthaceae,3.dicot,native,,1,1,,1,1,,1,1,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old&recent_vouchers,1983,2019,none,,
